ISBN,Title,Author,Year_Publication,Publisher
11170,Rescue Operation (Harlequin Presents),Penny Jordan,1983,Harlequin
11199,World Apart (Harlequin Presents),Emma Darcy,1986,Harlequin
11497,Kid,Pete Axthelm,1978,Bantam Books
11193,Total Surrender,Margaret Pargeter,1985,Harlequin
11179,Reluctive Relative (Harlequin Presents),Jessica Steele,1983,Harlequin
11198,"Finding Out (Harlequin Presents, No 871)",Lindsay Armstrong,1986,Harlequin
11177,Subtle Revenge (Harlequin Presents),Carole Mortimer,1983,Harlequin
11530,"Golden Pharaoh (Children of the Lion, Book 5)",Peter Danielson,1986,Bantam Doubleday Dell
52897,A Ceiling of Stars (Ag Fiction (American Girl)),Ann Howard Creel,1999,Pleasant Company Publications
11422,Building of Jalna,Mazo De LA Roche,1960,Fawcett Books
11508,Vengeance of the Lion,Peter Danielson,1983,Bantam Doubleday Dell
11519,Lion In Egypt of the Lion IV,Peter Danielson,1984,Bantam Doubleday Dell
11733,WOUNDED SKY: STAR TREK #13,Diane Duane,1988,Star Trek
11458,Sister Carrie (Signet Classics (Paperback)),Theodore Dreiser,2000,Signet Classics
11430,Spring of the Tiger,Holt,1982,Fawcett Books
11932,Haunted Waters,Mary Pope Osborne,1996,Candlewick Press (MA)
11158,"Girl Named Rose (Harlequin Romance, No 2787)",Betty Neels,1986,Harlequin
11173,Sudden Engagemen (Harlequin Presents),Penny Jordan,1983,Harlequin
11945,Joyleg,Ward Moore,1962,Wildside Press
11718,TWIN OF FIRE,Jude Deveraux,1985,Pocket
11200,"Adam'S Law (Harlequin Presents, No 945)",Claudia Jameson,1986,Harlequin
11247,Beauvallet,Georgette Heyer,2004,Harlequin
11925,ABC Murders (Agatha Christie Audio Mystery Series),Agatha Christie,2003,Audio Renaissance
11897,One on Me,Tim Huntley,1980,"D A W Books, Incorporated"
11445,Pigs Get Fat (Trace),Warren Murphy,1985,New Amer Library (Mm)
11416,Larcenous Lady (Regency Romance),Joan Smith,1988,Fawcett Books
11431,Aunt Sophie's Diamonds (Coventry Classic),Joan Smith,1979,Ivy Books
11413,Curse of the Kings,VICTORIA HOLT,1985,Ivy Books
11447,The Wicked Wager,Margaret Summerville,1987,New American Library
31203,Beginners (Gymnasts No 1),Elizabeth Levy,1990,Scholastic Paperbacks (Mm)
11124,For They Shall Inherit,Malcolm MacDonald,1986,St. Martin's Press
11433,Lady of Fortune (Coventry Romances; 25),Blanche Chenier,1980,Ivy Books
11164,Smokescreen (Harlequin Presents),Anne Mather,1982,Harlequin Books
11254,The Bull from the Sea (Vintage),Mary Renault,2001,Vintage Books USA
11721,Broncos &amp; Buckaroos: The Cowboy Almanac,Amende,1995,Holiday House
11188,Lost Love,Author Unknown,1984,Harlequin
11290,Maia,Richard Adams,1985,Random House Inc
11181,Starting Over,Lynsey Stevens,1984,Harlequin
11204,"Don'T Ask Me Now (Harlequin Presents, No 984)",Emma Darcy,1987,Harlequin
11150,Tunnel in the Sky,Robert A. Heinlein,1987,Del Rey
11505,Canadians #02: Blood,Robert E. Wall,1981,Bantam Books
11608,"The Case of the Blue-Ribbon Horse (New Adventures of Mary-Kate and Ashley, 3)",I. K. Swobud,1998,Scholastic
11377,WHO PUT THAT HAIR IN MY TOOTHBRUSH?,JERRY SPINELLI,1986,Laurel Leaf
11361,Western Wind,Paula Fox,1995,Dell Publishing Company
11233,The Desperado (Time Twist),Patricia Rosemoor,2003,Silhouette
11840,"Danzig Passage (The Zion Covenant, 5)",Bodie Thoene,2000,Bethany House Publishers
11841,"Warsaw Requiem (The Zion Covenant, 6)",Bodie Thoene,2000,Bethany House Publishers
11839,"Jerusalem Interlude (The Zion Covenant, 4)",Bodie Thoene,2000,Bethany House Publishers
11798,Remember Me to Harold Square (Novel),Paula Danziger,1999,Putnam Publishing Group
11796,The man without a face,Isabelle Holland,1987,Harper &amp; Row
11705,Haunted by Desire,Constance M. Burge,2000,Simon Spotlight Entertainment
11787,Date with Death,Elizabeth Lenhard,2002,Simon Spotlight Entertainment
11372,My Hundred Children,Lena Kuchler,1987,Laurel-Leaf Books
11451,The Drowning Season,Alice Hoffman,1993,Signet Book
11551,Alyssa Milano: She's the Boss,Grace Catalano,1989,Starfire
11298,Black Stallion's Ghost (Black Stallion (Paperback)),Walter Farley,1978,Random House Children's Books
11885,The Year My Life Went Down the Loo,Katie Maxwell,2003,Dorchester Publishing Company
11582,"The Roommate (Sweet Valley University Thriller, No 6on)",Laurie John,1996,Sweet Valley
11799,Thwonk,Joan Bauer,2001,Puffin Books
11560,"A Picture Perfect Prom (Sweet Valley High, No 141)",Kate William,1998,Sweet Valley
11589,"Lila's New Flame (Sweet Valley High, No 135)",Kate William,1997,Sweet Valley
11587,"To Catch a Thief (Francine Pascal's Sweet Valley High, Book 133)",Francine Pascal,1997,Sweet Valley
11577,"Dance of Death (Sweet Valley High, No 127)",Francine Pascal,1996,Bantam Books
11576,"Tall, Dark, and Deadly (Sweet Valley High, No 126)",Kate William,1996,Sweet Valley
11569,"Nightmare in Death Valley (Sweet Valley High, No 116)",Kate William,1995,Sweet Valley
11559,Operation Love Match (Sweet Valley High (Numbered Paperback)),Francine Pascal,1994,Sweet Valley
11558,Almost Married (Sweet Valley High (Numbered Paperback)),Francine Pascal,1994,Sweet Valley
11572,"The High School War (Sweet Valley High, No 121)",Francine Pascal,1996,Sweet Valley
11584,The Patmans of Sweet Valley (Sweet Valley Saga),Francine Pascal,1997,Sweet Valley
11555,The Wakefields of Sweet Valley (Sweet Valley Saga (Paperback)),Francine Pascal,1991,Bantam Books
11303,"The Secret of Foghorn Island (Step-Into-Reading, Step 4)",GEOFFREY HAYES,1988,Random House Books for Young Readers
11580,Jessica Takes Manhattan (Sweet Valley High Super),Francine Pascal,1997,Sweet Valley
11591,Mystery Date (Sweet Valley High Super Edition),Kate William,1998,Sweet Valley
11581,The Fowlers of Sweet Valley (Sweet Valley Saga),Kate William,1996,Bantam Books
11520,Sweet Valley High #10: Wrong Kind of Girl (Sweet Valley High (Numbered Paperback)),Francine Pascal,1984,Bantam Books
11516,Sweet Valley High #05: All Night Long (Sweet Valley High (Numbered Paperback)),Francine Pascal,1984,Bantam Books
11628,Sweetgrass,Jan Hudson,1991,Scholastic Paperbacks (Mm)
11632,When We First Met,Norma Fox Mazer,1990,Scholastic Paperbacks (Mm)
11717,Love at First Sight,Elaine Harper,1983,Pocket Books (Mm)
11534,"The Graduates (On Our Own, No 1)",Janet Quin-Harkin,1986,Starfire
11140,The Wicked Day,Mary Stewart,1983,Hodder &amp; Stoughton
11745,"MIXED EMOTIONS: RIVER HEIGHTS #10 (River Heights, No 10)",Carolyn Keene,1991,Simon Pulse
11270,Please Remove Your Elbow from My Ear,Martyn Godfrey,1993,Harpercollins Juvenile Books
11529,Sweet Valley High #04: Power Play (Sweet Valley High (Numbered Paperback)),Francine Pascal,1984,Bantam Books
11218,"Last Marchetti Bachelor (Silhouette Romance, No 1513)",Teresa Southwick,2001,Silhouette
11243,Close Relations (Promotional Presents),Lynsey Stevens,2002,Harlequin
11488,The Holocaust,Seymour Rossel,1981,Franklin Watts
11265,Almost Fifteen,Marilyn Sachs,1988,Harpercollins Juvenile Books
11730,Is There Life After Boys?,Linda Lewis,1987,Pocket Books
11620,The Dollhouse Murders,Betty Ren Wright,1983,Scholastic Paperbacks (T)
11274,Jo's Troubled Heart (Madame Alexander Little Women Journals),Charlotte Emerson,1999,Avon Books
11440,Hook,Geary Gravel,1992,Ballantine Books
11331,Midnight Magic,Avi,2004,Scholastic Paperbacks
11294,Black Stallion's Sulky Colt,Walter Farley,1954,Random House (Merchandising)
11856,Love Takes Flight,Jane Peart,1994,Baker Pub Group
11439,Prisoner of Desire,Jennifer Blake,1986,Ballantine Books
11115,"Senator's Bride (Brides of Montclair, Book 12)",Jane Peart,1994,Zondervan Publishing Company
11873,Eight Cousins (Complete and Unabridged Classics),Louisa May Alcott,1985,Little Brown and Company
11136,Space Station Seventh Grade,Jerry Spinelli,1991,Little Brown &amp; Co
11941,Pudd'Nhead Wilson (Classics Illustrated),Mark Twain,1997,Acclaim Books
11074,Witch Baby (Weetzie Bat),Francesca Lia Block,1992,HarperTrophy
11666,Dogs Never Lie About Love : Reflections on the Emotional World of Dogs,JEFFREY MOUSSAIEFF MASSON,1998,Three Rivers Press
11881,A Picture Book of Anne Frank (Picture Book Biography),David A. Adler,1994,Holiday House
11863,Just Friends (Just Friends),Jesse Maguire,1990,Ivy Books
11329,"The Journal of Douglas Allen Deeds : The Donner Party Expedition, 1846  (My Name Is America)",Rodman Philbrick,2001,Scholastic
11375,Taran Wanderer,Lloyd Alexander,1991,Laurel-Leaf Books
11862,Lost and found: The adoption experience,Betty Jean Lifton,1979,Dial Press
11393,18Mm Blues,Gerald A. Browne,1994,Warner Books
11185,Everlasting Love,Author Unknown,1984,Harlequin
11206,"Research Into Marria (Harlequin Presents, No 994)",Penny Jordan,1987,Harlequin
11436,Summer of My First Love,Isabelle Holland,1981,Fawcett Books
11851,Morning Girl,Michael Dorris,1999,Hyperion Books for Children
11095,"Literature: structure, sound, and sense",Laurence Perrine,1974,Harcourt Brace Jovanovich
11160,Hero On The Loose (Harlequin Romance No. 3265),Rebecca Winters,1993,Harlequin
11222,"Basque Swallow (Harlequin Intrigue, No 166)",Leigh Daniels,1991,Harlequin
11163,Mask Of Scars,Author Unknown,1983,Harlequin
11201,"Hawk'S Prey (Harlequin Presents, No 955)",Carole Mortimer,1987,Harlequin
11282,Brian's Winter,Gary Paulsen,1996,Doubleday Books
11704,Voodoo Moon,Constance M. Burge,2000,Simon Spotlight Entertainment
11640,"Losing Control (Totally Hot, No 1)",Linda Cooney,1991,Scholastic
11619,First a Dream,Maureen Daly,1991,Scholastic Paperbacks
11671,"Cam Jansen and the Mystery of the Circus Clown (Cam Jansen Adventure, 7)",David A. Adler,1983,Viking Books
11378,What About Me?,Colby Rodowsky,1978,Bantam Books (Mm)
11884,Like a River Glorious (Victorian Serenade #1),Lawana Blackwell,1995,Tyndale House Publishers
11114,Ransomed Bride,Jane Peart,1989,Zondervan Publishing Company
11629,Baby-Sitters Club #39: Poor Mallory,Ann M. Martin,1990,Scholastic Paperbacks
11711,"CRATER OF MYS TS P (Tom Swift, No 8)",Victor Appleton,1983,Aladdin
11677,Havana Twist (Willa Jansson Mystery),Lia Matera,1999,Pocket
11364,Pollyanna,Eleanor Porter,1995,Yearling Books
11131,Catcher with a Glass Arm (Matt Christopher Sports Classics),Matthew F Christopher,1985,"Little, Brown"
11289,Spreading fires,John Knowles,1974,Random House
11940,Dakota: Four Inspirational Love Stories on the Northern Plains (Inspirational Romance Collections),Lauraine Snelling,1998,Barbour Publishing
11939,Alaska: Four Inspirational Love Stories in America's Final Frontier (Inspirational Romance Collections),Tracie Peterson,1998,Barbour Publishing
11353,Tune in Anytime,Caroline B. Cooney,2001,Laurel-Leaf Books
55239,Hero of Dreams (Dreams),Brian Lumley,1993,Tor Books
11738,LEGACY OF HEOROT : LEGACY OF HEOROT,Larry Niven,1989,Pocket
11554,"The Parent Plot (Sweet Valley High, No 67)",Francine Pascal,1990,Sweet Valley
11515,Sweet Valley High #04: Power Play (Sweet Valley High (Numbered Paperback)),Francine Pascal,1984,Bantam Books
11674,Zero at the Bone,Michael Cadnum,1996,Viking Books
11915,Ragged Rainbows,Jim Miller,1998,Mira
11635,"Friends 4-Ever Minus  (Friends-4-Ever, No 7)",Deirdre Corey,1991,Scholastic Paperbacks (Mm)
11126,A Christmas Romance,Maggie Daniels,1993,St Martins Pr
11774,Beach Boy,Ardashir Vakil,1999,Scribner Book Company
11724,REMEMBERED DEATH,Agatha Christie,1984,Pocket
11922,Wake of the Perdido Star: A Novel,Gene Hackman,1999,Newmarket Press
11876,Deadly Grounds,Patricia Wallace,1989,Zebra Books
11223,"Other Laura (Harlequin Intrigue, No 367)",Sheryl Lynn,1996,Harlequin
11228,Death By Degrees,Eric Wright,1995,Worldwide Library
11202,"Woman Of Honour (Harlequin Presents, No 960)",Emma Darcy,1987,Harlequin
11813,How I Survived My Summer Vacation Vol 1,Nancy Holder,2000,Simon Spotlight Entertainment
11196,"Wings Of Love (Harlequin Presents, No 814)",Sally Wentworth,1985,Harlequin
11209,Simply Forever (Harlequin Presents No 417),Sally Heywood,1991,Harlequin
11707,FINAL DAYS,Bob Woodward,1976,Simon &amp; Schuster
11944,My Final Answer,Paul Kent,2000,Barbour Publishing
11566,"Guinness Book of Records, 1994 (Guinness Book of Records, 32nd ed)",Peter Matthews,1994,Bantam Books
11394,Dangerous to Know,Margaret Yorke,1995,Mysterious Press
11444,Modigliani Scandal,Ken Follett,1985,Penguin Putnam~mass
11463,Wives and Daughters (Everyman's library),Elizabeth Gaskell,1982,J m Dent &amp; Sons Ltd
11288,On Bullfighting,A. L. Kennedy,2001,Anchor Books/Doubleday
8652,Trixie Belden and the Mysterious Visitor (Mysterious Visitor),Julie Campbell,1977,Random House Childrens Books
11708,RICH ARE DIFFRENT,Susan Howatch,1977,Simon &amp; Schuster
11775,Witness : Voices from the Holocaust,Joshua M. Greene,2000,Free Press
11823,"The Journals of Rupert Giles, Vol. 1",Nancy Holder,2002,Simon Spotlight Entertainment
11637,Prom Dress,Lael Littke,1989,Scholastic Paperbacks (Mm)
11343,The Twisted Window (Laurel-Leaf Suspense Fiction),Lois Duncan,1991,Laure Leaf
42176,Rocket City: A Novel,Cathryn Alpert,1995,MacAdam/Cage Publishing
69567,Memoirs of a Lightkeeper's Son,Billy Budge,2003,Pottersfield Press
69565,A Year in Provence (abridged),Peter Mayle,1991,Audio Renaissance
69562,All Hat,Brad Smith,2003,Penguin Books Canada
69566,Gap Creek (Oprah book of the month),Robert Morgan,2000,Highbridge Audio
63209,The Mountain and the Valley (New Canadian Library),Ernest Buckler,1995,New Canadian Library
53504,Choices,Mary Lee Settle,1995,Bantam Dell Pub Group
53807,Garzanti - Gli Elefanti: Le Confessioni,Sant'Agostino,0,Rizzoli - RCS Libri
19456,The Hitch Hiker's Guide to the Galaxy,Douglas Adams,1986,William Heinemann
36998,Cauldron,Larry Bond,1994,Warner Vision
42999,Primary Justice,WILLIAM BERNHARDT,1991,Ballantine Books
31469,A Fortunate Life,A.B. Facey,0,Penguin Books Australia Ltd
20455,A House Called Awful End: Book One in the Eddie Dickens Trilogy,Philip Ardagh,2002,Henry Holt and Co. (BYR)
31447,"The 3-Day Energy Fast: Cleanse Your Body, Clear Your Mind, and Claim Your Spirit",Pamela Serure,1997,HarperCollins Publishers
67693,"Tender Buttons: Objects, Food, Rooms (Sun &amp; Moon Classics (Paperback))",Gertrude Stein,1990,Sun and Moon Press
69463,L' Alchimiste,Paul Coelho,0,Editions 84
18884,Thieves in High Places: They've Stolen Our Country--And It's Time to Take It Back,Jim Hightower,2003,Viking Books
67710,"Martes Con Mi Viejo Professor: UN Testimonio Sobre LA Vida, LA Amistad Y El Amor",Mitch Albom,2002,Distribooks Inc
67704,El Codigo Secreto De LA Biblia (Coleccion Documento),Michael Drosnin,2001,"Editorial Planeta, S.A. (Barcelona)"
67706,Decameron,Giovanni Boccaccio,1998,Ediciones Catedra S.A.
20104,"Jay Leno's Headlines: Book I, II, III : Real but Ridiculous Headlines from America's Newspapers",Jay Leno,1992,Outlet Books Company
35728,Dead Zone,Stephen King,1983,Penguin Putnam~mass
67707,Alexandros II,Valerio Massimo Manfredi,2001,Mondadori (IT)
67703,Los Pilares de La Tierra,Ken Follett,1995,"Plaza &amp; Janes Editores, S.A."
34364,Al√©xandros: el hijo del sue√±o,Valerio Massimo Manfredi,2000,Mondadori (IT)
54954,The Magician's Wife,Brian Moore,1998,Penguin USA
51280,The Running Man,Stephen King,1999,Signet Book
67709,Diario De Bridget Jones,Helen Fielding,0,Plaza &amp; Janes Editor
66450,Diario de Ana Frank,Ana Frank,2001,Debols!llo
67708,El Faraon Del Desertio,Manfredi,0,"Grijalbo Mondadori, S.A."
51004,If There Be Thorns (Dollanganger Saga),V. C. Andrews,1985,Pocket
67700,En toute innocence,Catherine Cusset,2001,Gallimard
35653,Blameless in Abaddon,James Morrow,1996,Harcourt
68664,Going Home Again,Howard Waldrop,1998,St Martins Pr
20682,Cry in the Woods,Donna Ball,1991,Pinnacle Books
16284,Tunnelvision,R. Patrick Gates,1991,Dell Publishing Company
52978,K-Pax: A Novel,Gene Brewer,1995,St Martins Pr
17063,The Shapechangers,Jennifer Roberson,1992,Daw Books
12195,"The Wounded Land (The Second Chronicles of Thomas Covenant, Book 1)",Stephen R. Donaldson,1995,Del Rey Books
32106,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, Book 3)",Stephen R. Donaldson,1993,Del Rey Books
54542,Daughter of Regals and Other Tales,STEPHEN R. DONALDSON,1985,Del Rey
22740,Virtual Mode (Mode (Paperback)),Piers Anthony,1991,Ace Books
22739,Unicorn Point (Apprentice Adept (Paperback)),Piers Anthony,1990,ACE Charter
29907,Race Against Time,Piers Anthony,1985,Tor Books
15933,The Witches of Eileanan (Witches of Eileanan),Kate Forsyth,1998,Roc
51945,Simple Spells for Success: Ancient Practices for Creating Abundance and Prosperity,Barrie Dolnick,1996,Harmony
42758,"Encyclopedia of Natural Medicine, Revised 2nd Edition",Michael T. Murray,1998,Prima Lifestyles
38145,The Clairvoyant Countess,Dorothy Gilman,1996,Fawcett Books
25180,Mrs. Dewinter,Susan Hill Long,1994,Avon
26347,Foxfire: Confessions of a Girl Gang,Joyce Carol Oates,1994,Plume Books
59258,Jessica (Springwater Seasons),Linda Lael Miller,1999,Pocket
67182,The Innocents Within : A Novel,ROBERT DALEY,2001,Ballantine Books
48508,"Double Trouble (Silhouette Desire, No 749)",Barbara Boswell,1992,Silhouette
50202,Financial Peace: Revisited,Dave Ramsey,2002,Viking Books
69532,The Columnist,Jeffrey Frank,2002,Harvest Books
11962,LA Pasion Turca,Antonio Gala,1995,Planeta
55509,Le Successeur de pierre,Jean-Michel Truong,2001,Press Pocket
44897,Gringa latina,Gabriella De Ferrari,1998,Planeta Pub Corp
44896,Arenas del tiempo,Sidney Sheldon,2000,Emece/Argentina
11963,Lusitania,David Butler,1983,Ballantine Books
45142,The Complete Poems of Emily Dickinson,Emily Dickinson,1976,Back Bay Books
31269,The 100 Simple Secrets of Happy People: What Scientists Have Learned and How You Can Use It,David Niven,2000,HarperSanFrancisco
16915,Practice Effect,David Brin,1985,Bantam Doubleday Dell
11970,The Country Girls Trilogy and Epilogue,Edna O'Brien,1990,Plume Books
50022,Love,Danielle Steel,1989,Dell
61262,Hands of a Stranger,Robert Daley,1986,Penguin Putnam~mass
30736,Von Liebe und Schatten. Roman.,Isabel Allende,2001,Ullstein TB-Vlg
59232,The Fortune,Michael Korda,1990,Warner Books
30725,Die Frau des Feuergottes. Roman.,Amy Tan,1993,Goldmann
30719,Das Rote Zelt der Frauen,Anita Diamant,2001,Droemersche Verlagsanstalt Th. Kmur Nachf
23084,Das Wunschspiel.,Patrick Redmond,2002,Goldmann
53410,Wicked women: A collection of short stories,Fay Weldon,1995,Flamingo
30721,Gott sch√?¬ºtze dieses Haus. (Krimi). (Originaltitel: A Great Deliverance).,Elizabeth George,1992,Goldmann
63678,Let Us Now Praise Famous Men: Three Tenant Families,James Agee,1989,Mariner Books
66287,"Die Katze, die Alarm schlug.",Lilian Jackson Braun,1996,L√?¬ºbbe
62448,Duddits- Dreamcatcher.,Stephen King,2001,Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas
35091,Foxfire 6 (Foxfire (Paperback)),ELIOT WIGGINTON,1980,Anchor
54383,Scarlet and Black (Penguin Classics),Stendhal,1953,Penguin Books
37168,"Two Girls, Fat and Thin",Mary Gaitskill,1992,Bantam Books
59027,LA Celestina (Biblioteca Didactica Anaya),Fernando De Rojas,1998,Continental Book Company
27042,The Book of the Still (Doctor Who),Paul Ebbs,2002,BBC Books
26404,The Danish Girl,David Ebershoff,2000,Viking Books
19588,Dreamland,Sarah Dessen,2002,Puffin Books
24705,Swallowing Stones,JOYCE MCDONALD,1999,Laurel Leaf
11982,Shikasta Re Colonised Planet 5,Doris Lessing,0,Hunter Publishing+inc
11980,The rule of Saint Benedict,Benedict,1984,"Darton, Longman &amp; Todd"
11978,The Secret Life of Houses,Scott Bradfield,1989,HarperCollins Publishers
26125,Chicken Soup for the Teenage Soul II (Chicken Soup for the Soul),Jack Canfield,1998,HCI Teens
67739,The Bat in My Pocket: A Memorable Friendship,Amanda Lollar,1996,Consortium Book Sales &amp; Dist
59745,The Tarnished Lady (Leisure Historical Romance),Sandra Hill,1999,Leisure Books
18586,Too Wicked To Love,Barbara Dawson Smith,1999,St. Martin's Paperbacks
60118,Knight of a Trillion Stars (Futuristic Romance),Dara Joy,1997,Love Spell
12002,Die geheimen Jahre.,Judith Lennox,2002,Piper
11985,Das dunkle Haus am See.,Sarah Smith,1998,Dtv
11999,Ich bin eine Frau aus √?¬?gypten.,Jehan Sadat,1991,Heyne
12004,Amerikanisches Idyll.,Philip Roth,2000,Rowohlt Tb.
66910,The Case of the Toxic Spell Dump,Harry Turtledove,1993,Baen
63441,The Burglar Who Studied Spinoza,Lawrence Block,1986,Pocket
55247,A Sharpness On The Neck (The Dracula Series),Fred Saberhagen,1998,Tor Books
37336,Masque of Jade,Emma Merritt,1990,Zebra Books
43129,Wishes Come True (Heartspell),Kathleen Nance,1998,Love Spell
45760,"Twilight Memories (Wings In The Night) (Silhouette Shadows, No 30)",Maggie Shayne,1994,Silhouette
45753,Twilight Phantasies (Shadows (Silhouette)),Maggie Shayne,1993,Silhouette
35827,What Color Is Your Parachute 1993 (What Color is Your Parachute? (Paperback)),Bolles,1992,Ten Speed Press+
54491,Out of the House of Life,Chelsea Quinn Yarbro,1994,Orb Books
54488,Blood Roses: A Novel of Saint-Germain,Chelsea Quinn Yarbro,1999,Tor Books
42739,"Ruby Slippers, Golden Tears",Ellen Datlow,1995,William Morrow &amp; Company
68801,The Man in the Iron Mask (Oxford World's Classics),Alexandre Dumas,1998,Oxford University Press
25379,"Frankly, My Dear (Timeswept)",Sandra Hill,1996,Leisure Books
39607,Shadow Crossing,Catherine Spangler,2003,Love Spell
16878,Vampire Hunter,MICHAEL ROMKEY,1998,Fawcett
29626,Regulators,Richard Bachman,1996,Viking Penguin Inc
16676,Jayber Crow,Wendell Berry,2001,Counterpoint Press
21344,The Be (Happy Attitudes : Eight Positive Attitudes That Can Transform Your Life!),Robert Schuller,1985,Thomas Nelson Inc
46958,Death by Hollywood : A Novel,STEVEN BOCHCO,2003,Random House
16519,A Faint Cold Fear,Karin Slaughter,2003,William Morrow
16503,The Last Place : A Novel,Laura Lippman,2002,William Morrow
36337,Suspicion of Madness,Barbara Parker,2003,Dutton Books
16490,"Small Town : A Novel (Block, Lawrence)",Lawrence Block,2003,William Morrow
16521,Fat Ollie's Book:  A Novel of the 87th Precinct,Ed McBain,2003,Simon &amp; Schuster
22842,Hominids (Neanderthal Parallax),Robert J. Sawyer,2003,Tor Science Fiction
27750,La Puerta En El Muro,H. G. Wells,2004,El Acantilado
44675,The Company: A Novel of the CIA,Robert Littell,2002,Overlook Press
37434,Once A Warrior,Fran A. Baker,1998,Delphi Books
39028,Anais Nin: A Biography,Deirdre Bair,1996,Penguin Books
22306,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,2000,Bloomsbury Pub Ltd
54577,The Seduction of Water,CAROL GOODMAN,2003,Ballantine Books
50241,FRANKENSTEIN PAPRS,Fred Saberhagen,1986,Baen
43209,The Virtuoso,Margriet De Moor,2000,Overlook Press
26383,"After the Ecstasy, the Laundry: How the Heart Grows Wise on the Spiritual Path",Jack Kornfield,2001,Bantam
38605,"Dr. Atkins' New Diet Revolution, New and Revised Edition",Robert C. Atkins,2002,Perennial Currents
52001,Mystique,Amanda Quick,1995,Bantam Dell Pub Group
14413,The Twelve Deaths of Christmas (12 Deaths of Christmas),Marian Babson,1996,St Martins Pr (Mm)
33953,Fleeced : A Regan Reilly Mystery (Regan Reilly Mysteries (Paperback)),Carol Higgins Clark,2002,Pocket
29956,Underdogs: Beauty Is More Than Fur Deep,Jim Dratfield,2002,Clarkson N Potter Publishers
68823,The Whitelands Affair,Anna Clarke,1992,Berkley Pub Group
34106,Sweet Autumn Surrender,Vivian Vaughan,1991,Kensington Pub Corp (Mm)
42656,The House in the Snow,M. J. Engh,1990,Scholastic Paperbacks (Mm)
67744,The Tao of Elvis,David Rosen,2002,Harvest Books
16103,"Class Trip to the Cave of Doom (Dragon Slayers' Academy, No 3)",Kate McMullan,1998,Grosset &amp; Dunlap
2016,Dirt,Sean Doolittle,2001,Uglytown Productions
12018,The Count of Monte Cristo (Modern Library),Alexandre Dumas,1996,Modern Library
12028,Battlefield Earth,L. Ron Hubbard,2001,Bridge Publications (CA)
42379,Songs of the Gorilla Nation : My Journey Through Autism,DAWN PHD PRINCE-HUGHES,2004,Harmony
67754,The Red House Mystery (Dover Mystery Classics),A. A. Milne,1998,Dover Publications
67229,Ben-Hur: A Tale of the Christ (Wordsworth Collection),Lew Wallace,1998,NTC/Contemporary Publishing Company
67228,The Cat-A-Logue,Janice Anderson,1989,Guinness Superlatives
45948,Lord of the Dead: The Secret History of Byron,Tom Holland,1996,Pocket Books
45359,Beyond World'S End,Mercedes Lackey,2001,Baen
23294,The House of Sleep,Jonathan Coe,1998,Alfred A. Knopf
66794,The Golden Ball and Other Stories,Agatha Christie,1996,Berkley Publishing Group
51670,Oh My Goddess!: 1-555-Goddess (Oh My Goddess! (Numbered)),Kosuke Fujishima,1996,Dark Horse Comics
64287,Lord of the Isles (Lord of the Isles),David Drake,1997,St Martins Pr
54975,The Ceremonies,T E D Klein,1985,Bantam Doubleday Dell
12192,Illearth War (Chronicles of Thomas Covenant the Unbeliever),Stephen R Donaldson,1978,Ballantine Books
12194,Lord Fouls Bane #1 (Chronicles of Thomas Covenant the Unbeliever),Stephen R. Donaldson,1978,Del Rey Books
12193,Power That Preserves (Chronicles of Thomas Covenant the Unbeliever),Stephen R. Donaldson,1979,Ballantine Books
41644,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,1999,W. W. Norton &amp; Company
25760,Amos Fortune: Free Man (Puffin Newbery Library),Elizabeth Yates,1989,Puffin Books
61153,The Pleasers: Women Who Can't Say No and the Men Who Control Them,Kevkin Dr. Leman,1988,Dell Publishing Company
40042,Bxc Deserted Library Mystery,Gertrude Warner,0,Scholastic Inc
15912,Demon,John Varley,1992,ACE Charter
30628,"HTML : The Definitive Guide, 2nd Edition (Nutshell Handbook)",Chuck Musciano,1997,O'Reilly
19832,Hush Little Darlings,Judith Kelman,1994,Berkley Publishing Group
37679,"His Trophy Mistress (Presents, 2249)",Daphne Clair,2002,Harlequin
27756,"The Return of the King (The Lord of the Rings, Part 3)",J. R. R. Tolkien,1988,Houghton Mifflin
67766,A Graveyard for Lunatics: Another Tale of Two Cities,Ray Bradbury,1990,Random House Inc
67764,Foundation and Earth (Foundation Novels (Hardcover)),Isaac Asimov,1986,Bantam Dell Pub Group
67763,The Alternate Asimovs,Isaac Asimov,1986,Doubleday Books
56228,How Much Is a Million?: A,David M. Schwartz,1986,Scholastic Paperbacks (T)
67762,Mistress For A Night (Do Not Disturb) (Harlequin Presents 2094 : Do Not Disturb),Diana Hamilton,2000,Harlequin
34943,Swiss Family Robinson,Johann David Wyss,1999,Landoll
67771,Anne of Avonlea,L.M. Montgomery,1991,Scholastic Paperbacks (Mm)
67769,SUMMER TO DIE,LOIS LOWRY,1983,Starfire
67760,We (Twentieth-Century Classics),Yevgeny Ivanovich Zamyatin,1993,Penguin Books
67761,Andrew Carnegie and the Rise of Big Business (2nd Edition),Harold C. Livesay,1999,Longman
39041,The Waste Land and Other Poems,T. S. Eliot,1955,Harvest Books
