ID,Age,Location,Seniority-Book
29070,37,new zealand,2002
29084,21,canada,2003
29110,35,italy,1991
29125,22,italy,1991
29172,39,united kingdom,1996
29183,57,united kingdom,1976
29185,30,united kingdom,1998
29189,56,canada,2001
29234,27,united kingdom,2000
29261,72,australia,1996
29265,39,united kingdom,2001
29277,18,australia,1993
29313,39,germany,2002
29317,28,germany,2000
29351,50,germany,1995
29368,36,united kingdom,1978
29372,39,france,1992
29410,56,canada,1989
29434,41,united kingdom,2004
29443,34,united kingdom,1998
29446,18,united kingdom,2004
29461,25,italy,1990
29480,25,germany,2003
29518,24,canada,2002
29520,24,canada,2004
29528,22,italy,1994
29541,32,united kingdom,1998
29555,37,united kingdom,1989
29605,46,germany,2000
29627,0,united kingdom,2003
29633,26,germany,1993
29635,34,spain,1984
29642,19,australia,1998
29654,42,germany,1974
29693,49,germany,2002
29694,40,australia,2004
29708,23,spain,2003
29748,33,canada,1997
29757,38,australia,1986
29768,20,australia,1984
29834,21,australia,1980
29848,37,canada,1998
29853,33,australia,1997
29861,61,canada,1997
29869,37,spain,1983
29881,44,canada,1997
29891,13,canada,2003
29901,16,canada,2000
29954,62,spain,1990
29969,27,australia,1995
29981,27,canada,1988
30003,47,canada,1994
30017,57,australia,1997
30035,37,canada,1997
30092,16,canada,1997
30116,49,canada,2001
30162,42,canada,1999
30165,39,canada,2003
30170,53,germany,2004
30202,42,canada,1990
30203,34,canada,1998
30293,54,united kingdom,1998
30324,33,canada,2002
30342,38,canada,2004
30348,22,australia,1994
30349,44,united kingdom,2004
30351,25,germany,2000
30356,45,canada,1997
30385,31,united kingdom,2002
30387,48,australia,1998
30400,28,united kingdom,1994
30404,42,canada,2000
30408,46,canada,2000
30427,13,new zealand,1992
30447,35,canada,1999
30467,15,new zealand,1997
30474,54,united kingdom,1989
30507,21,united kingdom,1996
30509,51,united kingdom,2001
30567,30,germany,2001
30581,18,canada,1999
30588,58,australia,1997
30590,141,united kingdom,2003
30601,22,canada,1990
30624,16,canada,1997
30669,23,canada,1994
30690,40,united kingdom,1992
30691,11,new zealand,1997
30701,42,canada,1996
30711,32,australia,2000
30714,27,germany,1994
30727,26,germany,1999
30770,39,united kingdom,2001
30779,18,canada,1996
30780,34,canada,1994
30806,24,canada,2002
30811,44,united kingdom,1997
30828,32,canada,2001
30831,43,germany,1964
30848,38,canada,2002
30881,41,germany,1995
30980,46,canada,2001
31005,53,spain,1989
31008,29,united kingdom,1991
31021,57,canada,2003
31139,36,canada,1992
31148,62,australia,1995
31159,28,united kingdom,2003
31188,50,canada,1999
31220,14,australia,2004
31230,42,united kingdom,2004
31303,40,canada,1996
31397,51,canada,2003
31415,34,australia,1991
31419,42,switzerland,2003
31464,59,switzerland,1980
31466,26,canada,1999
31488,32,germany,1990
31507,50,australia,1995
31584,17,united kingdom,2001
31663,25,germany,1999
31679,21,germany,2002
31714,64,canada,1997
31719,63,canada,1996
31749,47,united kingdom,1979
31759,47,new zealand,1998
31778,39,canada,1994
31817,44,canada,2001
31820,33,canada,2000
31831,46,new zealand,1980
31837,31,germany,1990
31840,33,switzerland,2000
31950,34,australia,1996
31951,33,canada,1990
31981,37,germany,1990
31984,40,germany,2002
32030,35,canada,1999
32033,35,united kingdom,2002
32041,38,united kingdom,2000
32083,42,canada,2000
32097,33,canada,1998
32098,33,united kingdom,1990
32146,53,united kingdom,2003
32179,35,canada,1993
32198,40,canada,2003
32207,22,australia,1998
32221,25,united kingdom,2003
32227,18,canada,1999
32245,13,australia,1999
32250,29,canada,1998
32280,33,canada,1989
32297,52,canada,2001
32315,40,canada,1994
32385,46,france,1998
32393,26,spain,1998
32439,17,united kingdom,1990
32444,22,canada,2000
32451,21,united kingdom,1995
32462,35,germany,2000
32463,51,spain,2002
32483,18,spain,2004
32490,15,australia,1990
32491,45,canada,2004
32496,21,italy,2002
32508,28,germany,1994
32551,24,france,1999
32561,34,united kingdom,1994
32569,19,canada,1994
32570,14,germany,1996
32573,48,spain,1995
32575,23,australia,2002
32607,50,canada,2001
32616,21,canada,1985
32625,27,spain,2001
32652,44,australia,1995
32680,26,italy,1999
32707,29,france,1999
32714,17,france,2003
32721,36,france,2003
32723,27,france,1990
32738,38,united kingdom,1990
32740,20,france,1978
32741,43,canada,2003
32754,52,france,2003
32761,20,italy,2004
32764,24,australia,2000
32766,34,spain,2002
32772,26,france,2003
32779,43,canada,1979
32782,57,canada,2002
32788,18,france,1996
32789,53,united kingdom,1986
32791,22,france,1990
32793,22,canada,1988
32796,49,switzerland,2000
32818,56,australia,1979
32847,30,germany,1988
32894,21,australia,1998
32937,24,united kingdom,1994
32955,53,canada,1992
32957,24,australia,2001
32961,26,france,2001
32993,26,germany,2000
32997,51,germany,2001
33007,43,spain,2000
33056,25,germany,1999
33078,33,australia,1991
33081,29,united kingdom,1988
33114,44,spain,1999
33115,27,australia,1998
33119,23,australia,2002
33131,19,canada,2003
33140,23,germany,1989
33145,30,france,1999
33146,33,spain,1994
33157,38,new zealand,2001
33163,32,canada,2001
33215,67,switzerland,1990
33224,71,canada,1987
33226,49,united kingdom,1984
33235,33,canada,2001
33283,26,canada,2003
33297,18,australia,1998
33302,33,germany,1998
33307,29,spain,2004
33315,42,canada,1998
33319,24,canada,2001
33327,38,united kingdom,2000
33334,54,canada,2002
33373,36,germany,1980
33408,39,spain,1991
33417,29,germany,1992
33431,40,canada,1994
33440,37,australia,2001
33454,28,canada,2003
33477,50,canada,1997
33487,26,australia,2004
33498,32,united kingdom,1999
33509,39,switzerland,1998
33517,47,united kingdom,2003
33535,36,australia,2004
33549,32,united kingdom,1988
33560,32,germany,1995
33579,33,canada,1999
33590,31,canada,1997
33596,54,canada,1997
33633,36,canada,1998
33641,38,germany,1992
33667,58,united kingdom,2003
33673,41,canada,2003
33679,41,canada,1993
33697,34,australia,1998
33714,15,australia,1982
33717,29,australia,1997
33720,31,australia,2003
33744,57,canada,2003
33787,36,canada,1997
33800,44,australia,2001
33816,33,canada,1994
33818,29,canada,1998
33829,34,france,1994
33845,13,canada,2001
33851,31,canada,1986
33854,73,united kingdom,2003
33858,40,canada,1997
33875,28,canada,2004
33877,46,france,1983
33888,48,united kingdom,2002
33892,14,canada,2002
33943,25,france,1999
33970,36,canada,2001
34019,34,italy,1997
34052,20,spain,1991
34093,52,united kingdom,1990
34102,55,united kingdom,2002
34137,36,germany,2002
34148,41,australia,2004
34152,22,germany,1999
34189,50,australia,1994
34196,31,australia,1995
34205,25,australia,2000
34215,28,australia,2000
34216,18,canada,1989
34219,33,spain,1991
34220,57,australia,1999
34223,40,united kingdom,2000
34231,35,australia,2002
34242,53,united kingdom,1990
34244,47,united kingdom,2004
34258,45,australia,1990
34260,57,canada,2002
34300,35,canada,1995
34301,33,germany,2002
34314,22,canada,2004
34318,28,germany,2003
34346,54,australia,2002
34349,48,australia,1990
34375,15,canada,2001
34377,54,canada,1998
34384,39,united kingdom,1986
34392,35,canada,1996
34398,35,italy,1997
34403,37,australia,1997
34404,29,australia,2003
34409,31,canada,1996
34413,31,canada,2003
34415,68,australia,1998
34425,53,new zealand,2002
34491,27,united kingdom,2000
34511,58,canada,1992
34512,31,new zealand,1999
34514,37,australia,1977
34521,2,switzerland,1995
34528,32,australia,1997
34566,51,australia,2000
34597,53,canada,1993
34600,37,canada,2003
34629,63,new zealand,1995
34644,21,australia,1990
34665,30,united kingdom,2000
34690,39,australia,2002
34713,50,australia,1990
34757,29,australia,2001
34764,40,canada,1995
34769,41,united kingdom,2000
34805,37,canada,2002
34813,30,united kingdom,2001
34823,21,germany,1997
34827,19,spain,1997
34843,24,spain,2003
34854,42,spain,1998
34864,39,france,1996
34879,27,france,1990
34890,19,canada,2000
34904,17,spain,1997
34908,16,france,1988
34945,56,united kingdom,1990
34968,47,australia,2002
34979,33,canada,1984
34997,50,australia,1998
35033,55,spain,1996
35055,23,canada,2004
35060,54,canada,1991
35068,25,canada,1998
35097,25,germany,2002
35099,19,germany,1992
35141,23,spain,2004
35179,33,france,1990
35180,29,canada,1998
35189,36,canada,1993
35220,48,united kingdom,2003
35243,37,spain,1983
35252,30,spain,2002
35254,29,italy,2002
35258,17,canada,1999
35266,38,canada,2000
35274,42,canada,2003
35305,13,new zealand,1997
35320,24,australia,2003
35362,22,australia,1987
35376,22,united kingdom,2001
35378,40,united kingdom,1985
35381,37,united kingdom,2001
35384,35,canada,1988
35402,25,united kingdom,1998
35406,19,france,1997
35407,48,germany,2002
35426,45,united kingdom,2004
35427,104,germany,1990
35433,40,switzerland,2001
35434,60,germany,1997
35447,32,germany,2000
35458,22,germany,1997
35459,13,germany,1984
35462,48,switzerland,2003
35465,29,germany,1990
35482,36,germany,1994
35483,37,germany,1998
35484,26,germany,1998
35486,35,germany,1990
35487,40,germany,1998
35490,31,germany,2002
35544,36,new zealand,2002
35551,71,canada,2003
35609,27,spain,2002
35612,37,canada,1951
35617,20,new zealand,1996
35624,38,france,2001
35640,26,germany,2003
35654,41,australia,1996
35660,29,australia,2000
35697,51,canada,1986
35698,29,united kingdom,1995
35713,29,germany,2002
35714,46,switzerland,1998
35716,36,germany,1999
35717,37,germany,2002
35718,32,germany,1998
35720,20,germany,1996
35722,36,germany,2002
35725,45,germany,2000
35730,47,germany,2002
35739,45,germany,1997
35742,40,switzerland,2002
35752,25,germany,2002
35761,35,germany,2003
35764,34,united kingdom,1991
35767,21,spain,2000
35776,27,germany,1999
35777,39,germany,1982
35778,16,switzerland,2002
35787,25,united kingdom,1984
35790,20,canada,1999
35797,36,australia,1995
35798,0,united kingdom,1997
35823,38,canada,2004
35832,38,australia,1990
35837,31,australia,2002
35841,27,canada,1998
35865,57,canada,1991
35896,18,canada,2003
35952,27,spain,1998
35954,24,germany,2001
35957,21,spain,2003
35995,33,spain,2002
36042,67,australia,2001
36050,43,new zealand,1990
36056,67,canada,1975
36064,29,united kingdom,2000
36068,45,canada,1980
36075,33,spain,1993
36130,26,united kingdom,2002
36148,52,canada,1990
36186,37,canada,1999
36193,38,germany,2003
36198,45,canada,1994
36213,55,canada,1987
36214,55,canada,1997
36236,21,germany,2003
36250,36,italy,2002
36262,27,germany,1997
36272,51,canada,1999
36273,24,united kingdom,2002
36309,54,united kingdom,1981
36310,21,united kingdom,1998
36326,33,canada,2001
36332,26,switzerland,1995
36337,65,australia,1998
36369,30,spain,2004
36380,49,spain,2003
36383,23,germany,2001
36417,53,canada,2004
36430,57,united kingdom,1990
36460,51,germany,2002
36475,24,united kingdom,1998
36483,54,united kingdom,1996
36488,24,spain,2001
36490,30,germany,2003
36518,15,germany,1999
36525,26,germany,1996
36542,30,canada,1997
36551,104,germany,2002
36616,41,australia,2000
36671,38,united kingdom,1999
36691,29,italy,1994
36701,65,canada,2004
36709,24,canada,2000
36718,25,australia,1999
36737,16,united kingdom,2000
36741,24,canada,1992
36753,14,united kingdom,2002
36782,54,canada,1995
36799,47,canada,1998
36822,23,switzerland,2000
36855,33,germany,2000
36897,42,australia,2001
36907,39,canada,1997
36959,21,united kingdom,2002
36972,15,canada,1990
37023,21,germany,2001
37024,34,united kingdom,2004
37034,30,italy,2003
37059,22,canada,1999
37067,67,canada,1996
37078,19,new zealand,2004
37101,28,germany,2003
37129,31,canada,2002
37138,22,spain,2001
37149,31,france,2001
37185,23,canada,1998
37193,20,germany,1996
37215,44,canada,1988
37259,29,germany,1999
37292,23,australia,2002
37293,41,canada,2000
37317,27,united kingdom,2001
37341,31,france,2001
37358,19,canada,1990
37394,46,united kingdom,1997
37422,35,canada,1997
37436,35,united kingdom,1987
37455,41,spain,2003
37475,57,spain,1975
37492,48,united kingdom,2002
37506,33,canada,1991
37507,18,canada,1997
37527,30,france,2001
37534,45,australia,1996
37546,24,spain,1992
37548,29,australia,1998
37549,22,spain,1997
37560,26,canada,2000
37567,36,united kingdom,2002
37576,33,italy,1994
37596,15,united kingdom,1998
37618,28,france,2001
37626,54,australia,1990
37639,35,canada,1988
37642,22,canada,1993
37643,27,canada,2003
37654,49,canada,1993
37657,21,switzerland,1982
37683,32,germany,1990
37685,55,spain,2001
37693,31,canada,1998
37736,23,germany,1997
37745,36,australia,2001
37758,26,spain,1994
37773,33,spain,1993
37803,18,united kingdom,1995
37810,41,united kingdom,2000
37836,34,canada,1997
37851,13,new zealand,1995
37854,35,australia,1991
37855,28,switzerland,2001
37905,37,australia,1998
37906,61,france,1989
37924,27,spain,2002
37938,25,germany,1999
37985,25,france,1993
37986,53,canada,2002
38016,34,canada,2000
38018,28,canada,2000
38050,26,canada,1992
38076,30,canada,2003
38085,35,united kingdom,1999
38103,31,canada,1990
38104,32,switzerland,2002
38127,26,australia,2004
38158,30,canada,2000
38171,56,united kingdom,1976
38188,32,australia,1993
38201,45,spain,2004
38210,16,spain,1997
38219,49,spain,1997
38242,55,united kingdom,2003
38243,20,switzerland,1998
38249,18,germany,2002
38262,36,canada,1997
38275,31,australia,2000
38281,33,spain,2000
38305,32,france,2000
38309,25,spain,1994
38314,19,united kingdom,1996
38315,17,united kingdom,2000
38321,44,france,1990
38327,21,france,1990
38353,35,canada,2003
38355,25,switzerland,1982
38357,22,united kingdom,1974
38389,40,france,1972
38409,36,spain,1996
38456,47,united kingdom,1999
38464,33,united kingdom,1996
38503,20,france,2002
38508,27,italy,1997
38537,30,united kingdom,1999
38555,28,germany,1995
38567,31,australia,1996
38575,30,spain,2003
38589,36,spain,2004
38592,32,germany,2002
38595,13,canada,2001
38603,45,canada,2002
38604,15,canada,1998
38605,36,canada,1983
38606,30,canada,1988
38608,47,canada,2000
38609,64,canada,2002
38610,31,canada,2003
38616,60,canada,1995
38618,38,canada,1997
38624,16,canada,2002
38629,14,canada,2003
38634,21,canada,1995
38648,26,canada,1998
38653,22,canada,2002
38654,17,canada,1991
38657,48,canada,1992
38660,40,canada,1997
38661,21,canada,1990
38663,44,switzerland,2002
38670,35,spain,2001
38672,51,canada,1999
38675,32,france,2002
38704,55,new zealand,2002
38737,31,canada,1999
38768,25,canada,1999
38814,35,germany,1984
38818,28,united kingdom,1996
38838,27,united kingdom,2003
38850,50,united kingdom,2004
38872,35,germany,1991
38881,25,spain,1971
38905,57,canada,2003
38916,31,france,2002
38917,31,france,2002
38919,18,australia,1995
38932,59,canada,1995
38950,26,germany,2002
38953,69,canada,1999
38956,34,canada,1989
38970,43,spain,2001
38984,24,spain,2002
39012,24,australia,2000
39013,31,united kingdom,2002
39047,38,australia,1999
39062,33,canada,1992
39079,39,switzerland,2003
39088,31,canada,1999
39091,37,france,1994
39117,46,spain,1976
39118,39,spain,2003
39120,46,spain,1998
39130,26,united kingdom,1986
39143,26,canada,2000
39212,19,germany,1970
39221,37,germany,2001
39249,32,germany,1993
39253,22,australia,1995
39262,31,germany,1993
39265,31,australia,1998
39267,37,canada,2000
39268,51,united kingdom,1996
39275,28,germany,2003
39299,45,united kingdom,2000
39314,53,united kingdom,2003
39320,30,france,1990
39339,38,new zealand,1994
39353,11,canada,1998
39366,38,australia,1993
39367,51,spain,2002
39386,39,spain,2002
39391,24,new zealand,1960
39393,50,spain,1997
39395,18,germany,1994
39396,20,germany,1999
39400,48,spain,2001
39425,30,spain,1994
39438,17,france,1990
39440,40,canada,1994
39461,24,spain,1998
39467,35,spain,2002
39479,26,spain,2001
39488,36,canada,1997
39492,36,canada,1999
39520,57,canada,2002
39527,32,italy,1990
39546,29,united kingdom,2002
39552,33,canada,1998
39555,26,canada,2003
39561,28,canada,2003
39570,34,spain,2001
39588,42,new zealand,1984
39591,27,australia,1998
39593,33,australia,2000
39602,50,australia,2004
39626,67,canada,1996
39649,20,germany,2001
39651,35,germany,1999
39658,51,australia,2004
39664,48,canada,1982
39732,29,france,2001
39745,22,germany,1996
39750,50,spain,1998
39762,36,italy,1994
39771,29,spain,1997
39774,48,spain,1995
39776,30,italy,1998
39813,34,spain,2003
39827,44,spain,1991
39830,53,spain,2002
39836,26,spain,2000
39852,26,canada,1998
39862,27,united kingdom,1990
39884,44,canada,1991
39886,28,canada,1990
39889,27,france,2001
39891,30,australia,1997
39909,21,germany,2000
39916,27,spain,1999
39917,36,spain,2003
39926,29,germany,2003
39951,20,australia,1986
39966,28,australia,2001
39969,46,united kingdom,2004
39972,47,spain,1996
39992,51,united kingdom,1990
40010,24,germany,1994
40012,44,new zealand,2002
40029,26,switzerland,2002
40033,20,germany,1998
40043,32,germany,2002
40074,47,canada,2003
40077,44,germany,2004
40092,31,germany,1999
40094,23,spain,2000
40105,52,canada,2002
40145,35,canada,1998
40146,27,canada,2003
40183,24,united kingdom,1989
40184,34,spain,2001
40185,22,spain,1999
40188,25,france,2001
40215,53,germany,2000
40229,41,united kingdom,2003
40239,39,canada,1996
40337,34,canada,1993
40386,31,france,1995
40439,46,spain,2001
40478,24,canada,1998
40493,19,germany,2003
40535,19,germany,1995
40576,31,spain,1997
40584,32,germany,1975
40586,33,germany,2002
40600,40,canada,1998
40604,27,canada,1999
40620,53,france,2002
40627,29,germany,1998
40635,22,italy,2002
40640,39,canada,1990
40647,40,united kingdom,2001
40664,27,spain,1982
40665,52,canada,2002
40725,25,united kingdom,1996
40726,28,united kingdom,2003
40748,29,canada,1999
40809,35,canada,2003
40826,19,canada,1996
40830,27,spain,1998
40833,39,italy,1990
40839,42,canada,1987
40840,51,germany,2001
40863,40,united kingdom,2000
40882,57,canada,2001
40888,49,canada,2001
40925,12,canada,1930
40958,26,canada,1981
40987,24,italy,1990
40988,35,france,2003
40992,24,united kingdom,2002
41026,23,germany,2000
41035,46,spain,1994
41040,43,canada,2000
41057,51,canada,2003
41059,35,italy,1993
41070,28,france,1990
41076,24,switzerland,1990
41085,38,spain,2000
41092,25,australia,1997
41102,27,canada,1991
41114,23,united kingdom,1997
41116,32,germany,1990
41120,27,united kingdom,1998
41125,20,australia,2004
41135,37,germany,1992
41146,52,united kingdom,1993
41154,40,spain,1995
41155,41,france,1992
41158,28,switzerland,2001
41169,26,canada,1974
41183,31,united kingdom,2003
41196,38,canada,2003
41198,33,australia,2002
41214,59,switzerland,2001
41219,48,australia,1990
41220,32,canada,2001
41227,40,germany,1997
41237,30,united kingdom,1996
41281,34,united kingdom,2004
41303,24,united kingdom,2002
41308,48,australia,2004
41309,33,canada,2002
41310,39,united kingdom,1990
41347,31,germany,1999
41359,66,canada,1995
41389,24,united kingdom,2002
41392,48,canada,2003
41408,32,france,1998
41410,48,france,1990
41425,31,new zealand,1999
41426,24,france,2002
41447,30,united kingdom,2002
41454,38,united kingdom,2002
41460,23,canada,1988
41483,30,switzerland,2001
41508,34,switzerland,2003
41543,14,canada,1992
41613,35,germany,1989
41660,36,france,1996
41669,36,united kingdom,2003
41677,25,united kingdom,1992
41698,19,germany,2000
41700,42,switzerland,2003
41701,25,france,2000
41707,42,canada,2000
41731,29,italy,1999
41757,58,canada,1994
41763,39,canada,1991
41771,29,australia,2004
41812,28,united kingdom,2000
41814,17,australia,1995
41817,39,new zealand,1993
41822,37,australia,2003
41831,52,canada,1996
41883,25,canada,1995
41888,39,australia,1986
41894,52,united kingdom,2002
41897,20,united kingdom,2000
41904,44,spain,1996
41925,37,canada,1994
41932,31,spain,1996
41971,34,canada,1989
41976,33,germany,2003
41980,17,canada,2000
42008,45,united kingdom,2003
42016,20,spain,2003
42020,42,australia,1999
42031,28,united kingdom,2002
42032,43,australia,2004
42042,55,australia,1971
42059,40,united kingdom,1990
42072,25,canada,2001
42261,55,france,1987
42285,29,spain,2000
42315,30,united kingdom,1987
42331,36,canada,2004
42368,34,united kingdom,2002
42377,32,canada,1998
42458,47,canada,1989
42459,29,canada,1999
42464,61,canada,2001
42466,38,canada,2000
42532,14,canada,1982
42543,20,italy,1990
42583,29,united kingdom,2000
42588,30,spain,1996
42594,40,new zealand,1991
42617,33,canada,2000
42619,55,canada,1999
42628,18,canada,2003
42638,51,canada,2002
42679,50,australia,2004
42721,31,canada,1989
42723,40,canada,2003
42776,41,australia,2003
42797,41,australia,2004
42824,30,spain,2004
42838,19,united kingdom,1990
42885,59,germany,2002
42902,30,australia,1995
42917,36,canada,2001
42932,45,canada,1998
42935,31,canada,1998
42941,39,germany,2001
42949,14,australia,2000
42973,32,united kingdom,2004
42997,37,australia,1996
43008,27,france,2003
43011,26,france,2002
43024,23,germany,2000
43028,21,canada,2000
43063,45,canada,2000
43082,34,united kingdom,2001
43090,32,germany,1999
43096,15,australia,1995
43111,44,canada,1993
43138,42,germany,2004
43147,14,new zealand,1995
43153,29,spain,1996
43157,22,canada,2003
43160,44,germany,2002
43165,35,germany,2001
43215,68,spain,1976
43231,27,germany,2002
43232,32,france,2003
43235,26,germany,2002
43236,25,australia,2003
43245,52,germany,1990
43246,36,canada,1996
43255,41,germany,2003
43264,25,switzerland,2002
43300,39,spain,2001
43341,26,canada,1993
43361,68,united kingdom,2004
43371,19,australia,2001
43397,33,spain,2003
43426,32,canada,1995
43428,32,france,2003
43492,37,canada,1993
43507,28,canada,2004
43519,31,germany,2001
43535,28,germany,1999
43548,17,united kingdom,2001
43617,23,spain,1990
43645,33,spain,2001
43647,48,france,1994
43663,69,australia,2004
43694,37,united kingdom,1988
43705,37,germany,2003
43708,28,united kingdom,2000
43742,21,italy,1995
43751,74,canada,1997
43766,36,spain,2003
43788,30,spain,1998
43807,32,canada,1997
43818,18,france,1981
43820,23,canada,1978
43833,41,united kingdom,1999
43850,34,germany,1997
43863,26,germany,2001
43880,40,united kingdom,1997
43912,4,canada,1998
43914,44,canada,1996
43916,18,germany,2002
43955,37,italy,1990
43962,23,australia,1996
43963,23,france,1990
43977,27,canada,2000
43992,24,united kingdom,1990
44020,23,germany,1990
44022,19,canada,2000
44037,26,united kingdom,2000
44047,24,canada,1989
44054,31,france,1972
44082,61,canada,1993
44083,34,canada,1994
44090,38,united kingdom,1990
44101,33,canada,2002
44116,34,italy,1991
44167,25,united kingdom,1990
44171,23,united kingdom,2003
44180,25,australia,1996
44183,16,australia,1998
44216,28,canada,1998
44225,25,france,2003
44246,28,australia,1987
44247,34,spain,2001
44254,22,france,2002
44268,38,canada,1989
44275,25,canada,2001
44286,41,canada,1999
44294,14,australia,2002
44296,26,australia,2002
44297,22,new zealand,2003
44315,47,united kingdom,1997
44320,46,canada,1994
44341,20,germany,1997
44347,49,canada,1999
44352,28,united kingdom,2003
44360,34,germany,1994
44382,29,australia,1984
44414,26,france,1998
44415,53,switzerland,2002
44420,23,germany,1990
44421,23,canada,1996
44429,36,france,1997
44447,36,united kingdom,2003
44448,27,canada,2000
44472,14,canada,2003
44473,31,united kingdom,2001
44482,57,canada,2003
44488,73,australia,1994
44520,21,canada,1991
44528,51,germany,1999
44573,42,new zealand,1987
44585,28,italy,1990
44588,26,canada,2001
44594,27,canada,2002
44595,39,canada,1999
44627,40,australia,2002
44634,37,united kingdom,2004
44699,16,canada,1990
44708,15,australia,1997
44712,24,australia,2002
44726,30,germany,2000
44733,42,australia,1990
44746,27,spain,1997
44754,23,germany,1992
44757,40,canada,1996
44772,20,france,1972
44855,25,italy,1997
44889,52,canada,1989
44897,20,canada,2001
44925,33,united kingdom,2001
44944,46,spain,2002
44949,21,australia,2003
44956,23,spain,1996
44961,26,canada,1999
44966,60,canada,1989
44987,24,canada,1990
44992,38,germany,2003
45004,33,spain,1975
45038,40,canada,2004
45039,26,germany,2000
45071,13,australia,2003
45141,60,canada,2002
45146,13,canada,2003
45147,14,australia,1990
45148,28,germany,1998
45176,23,canada,1999
45224,14,new zealand,1997
45228,46,germany,2003
45243,15,canada,1998
45280,46,canada,1993
45282,54,canada,1999
45307,36,united kingdom,2004
45310,22,united kingdom,2000
45327,43,italy,1992
45376,36,united kingdom,1969
45387,23,spain,1999
45397,51,united kingdom,1994
45429,21,united kingdom,2003
45437,27,canada,1995
45460,30,united kingdom,2001
45504,32,italy,1997
45516,24,italy,1989
45524,104,united kingdom,2000
45528,15,germany,1997
45530,23,canada,1999
45532,32,france,2002
45536,33,canada,1997
45584,29,canada,1999
45603,13,canada,2001
45631,33,canada,1991
45650,25,germany,2001
45660,31,australia,1984
45661,44,germany,1999
45666,31,canada,2004
45754,49,canada,1995
45804,33,canada,1996
45809,43,germany,1980
45815,18,spain,1996
45837,24,canada,2003
45839,26,spain,1983
45842,58,canada,2000
45850,23,australia,1993
45880,19,united kingdom,1990
45899,50,canada,1998
45902,32,canada,2001
45909,27,germany,2000
45918,32,united kingdom,2000
45943,24,germany,2001
46006,51,australia,2004
46016,23,spain,1997
46021,13,new zealand,1979
46032,23,spain,2004
46050,39,canada,1997
46064,25,spain,2003
46099,19,canada,2000
46141,18,canada,2003
46156,34,germany,1998
46157,26,united kingdom,2000
46191,35,spain,2004
46224,29,australia,1990
46232,25,australia,2003
46254,69,canada,2001
46280,20,germany,2000
46293,38,canada,1997
46300,28,germany,2001
46327,41,canada,2003
46332,14,canada,2002
46341,13,canada,1991
46342,24,canada,2003
46351,27,france,2003
46360,26,germany,1992
46373,51,france,1990
46374,29,canada,1975
46375,26,united kingdom,1990
46376,33,united kingdom,1997
46394,32,united kingdom,2001
46404,20,canada,1994
46440,50,united kingdom,1994
46466,16,new zealand,1990
46473,44,united kingdom,1993
46490,23,spain,1993
46521,29,spain,1996
46530,25,canada,1993
46556,43,germany,1994
46565,27,australia,2002
46586,34,germany,1999
46617,22,germany,1997
46633,23,canada,1991
46635,31,switzerland,2002
46641,33,france,2001
46643,36,canada,2002
46688,43,switzerland,2003
46690,27,switzerland,1998
46699,18,switzerland,1994
46706,38,united kingdom,1989
46742,25,france,2002
46754,38,switzerland,1999
46767,24,germany,2002
46773,29,germany,1997
46790,35,germany,1996
46796,25,germany,1995
46819,45,united kingdom,1990
46826,30,united kingdom,2001
46834,28,canada,1990
46853,34,germany,1997
46886,54,united kingdom,2004
46897,22,united kingdom,1999
46903,43,united kingdom,1997
46923,24,united kingdom,1999
46925,39,germany,2002
46939,30,spain,2001
46944,25,germany,1999
46993,39,germany,1987
47034,44,united kingdom,1999
47037,36,germany,2004
47049,27,australia,2002
47056,21,germany,1999
47061,23,germany,1999
47067,25,germany,1996
47077,27,canada,1991
47088,29,canada,1986
47089,38,australia,2004
47112,18,canada,1992
47116,19,canada,1999
47121,39,germany,1980
47133,32,canada,1989
47230,51,united kingdom,1987
47232,34,united kingdom,1995
47237,34,germany,2002
47239,23,australia,2001
47256,24,australia,1997
47268,24,australia,2002
47270,27,canada,1978
47274,33,italy,2003
47280,37,united kingdom,2002
47294,31,germany,1990
47319,39,switzerland,2002
47321,53,canada,2000
47329,37,switzerland,2000
47331,17,france,1994
47338,25,canada,1983
47379,35,canada,1997
47384,15,canada,2000
47389,50,canada,1985
47392,28,canada,1998
47438,39,australia,1984
47448,26,spain,2002
47452,20,germany,1995
47475,19,canada,2003
47512,28,italy,2003
47520,46,spain,1997
47534,45,switzerland,1992
47566,29,united kingdom,1994
47572,35,spain,2001
47581,35,united kingdom,1999
47588,29,spain,1998
47605,27,canada,2002
47606,34,canada,2002
47613,18,united kingdom,2004
47624,23,spain,2001
47660,40,italy,1997
47666,28,spain,1993
47667,31,germany,1994
47671,19,spain,1999
47683,24,canada,1999
47685,23,canada,1994
47690,31,france,1990
47699,26,france,1999
47734,29,germany,1990
47768,27,new zealand,2000
47777,24,spain,1999
47786,16,australia,2001
47819,32,germany,2003
47820,55,canada,1995
47835,33,canada,1996
47856,32,canada,2001
47899,41,canada,2002
47903,29,germany,2003
47934,59,canada,2003
47967,22,germany,1996
47971,40,canada,2000
47992,45,canada,1992
48006,35,australia,1999
48042,35,canada,1998
48108,28,spain,1993
48112,41,italy,1998
48140,30,italy,1990
48156,36,united kingdom,2002
48157,35,germany,1993
48181,24,spain,1998
48201,13,switzerland,2000
48254,20,canada,1991
48275,30,spain,1994
48281,124,new zealand,1995
48306,26,united kingdom,1997
48319,17,canada,1996
48333,26,france,1999
