UserID,User-name,Location,Age
13928,name13928,united_kingdom,50
13935,name13935,usa,20
13937,name13937,australia,34
13943,name13943,united_kingdom,37
13947,name13947,usa,56
13954,name13954,new_zealand,27
1396,name1396,usa,13
13960,name13960,usa,45
13961,name13961,usa,28
13963,name13963,canada,20
1397,name1397,italy,33
13970,name13970,usa,23
13971,name13971,usa,66
13973,name13973,usa,34
1398,name1398,canada,48
13983,name13983,usa,26
13987,name13987,united_kingdom,46
13991,name13991,usa,21
13993,name13993,usa,42
14,name14,new_zealand,14
14003,name14003,canada,42
14006,name14006,usa,42
14007,name14007,germany,45
14014,name14014,usa,14
14022,name14022,usa,31
14023,name14023,spain,30
14025,name14025,usa,59
14026,name14026,usa,27
14031,name14031,usa,54
14032,name14032,usa,35
14033,name14033,canada,24
14038,name14038,united_kingdom,36
14042,name14042,usa,46
14046,name14046,united_kingdom,28
14058,name14058,usa,39
14062,name14062,malaysia,17
14065,name14065,usa,32
14071,name14071,usa,53
14072,name14072,united_kingdom,36
14073,name14073,usa,43
14076,name14076,usa,31
14079,name14079,usa,54
14080,name14080,usa,54
14083,name14083,usa,23
14087,name14087,canada,2
14088,name14088,usa,63
1409,name1409,united_kingdom,35
14099,name14099,netherlands,34
14101,name14101,usa,44
14102,name14102,spain,23
14104,name14104,canada,50
1411,name1411,usa,26
14112,name14112,germany,34
14117,name14117,usa,29
14121,name14121,united_kingdom,54
1413,name1413,usa,33
14130,name14130,usa,33
14131,name14131,germany,50
14140,name14140,usa,28
14141,name14141,usa,70
14142,name14142,france,25
14144,name14144,germany,25
14148,name14148,switzerland,30
14153,name14153,brazil,22
14158,name14158,usa,66
14160,name14160,usa,30
14162,name14162,usa,24
14163,name14163,usa,60
14169,name14169,usa,62
14174,name14174,united_kingdom,43
14175,name14175,usa,57
1418,name1418,usa,27
14182,name14182,usa,31
14183,name14183,usa,29
14189,name14189,usa,34
1419,name1419,usa,46
14190,name14190,usa,28
14192,name14192,usa,39
14195,name14195,spain,39
14199,name14199,usa,31
1420,name1420,usa,36
1421,name1421,canada,24
14212,name14212,canada,24
14215,name14215,usa,53
14228,name14228,spain,37
14234,name14234,germany,32
14239,name14239,usa,23
14240,name14240,usa,53
14241,name14241,usa,35
14244,name14244,usa,19
14248,name14248,australia,62
14249,name14249,usa,50
14252,name14252,usa,27
14253,name14253,usa,20
14254,name14254,usa,16
14257,name14257,canada,46
14258,name14258,usa,51
1426,name1426,usa,60
14265,name14265,spain,22
14266,name14266,usa,40
14269,name14269,usa,24
1427,name1427,usa,35
14271,name14271,usa,20
14284,name14284,switzerland,29
14289,name14289,usa,21
14292,name14292,usa,28
14295,name14295,usa,44
14297,name14297,usa,30
14299,name14299,usa,31
1430,name1430,usa,18
14301,name14301,usa,26
14305,name14305,usa,38
14308,name14308,canada,40
14310,name14310,usa,24
14311,name14311,usa,27
14312,name14312,usa,65
14313,name14313,usa,44
14314,name14314,usa,49
14318,name14318,usa,49
14323,name14323,usa,36
14338,name14338,germany,20
14343,name14343,germany,16
14345,name14345,canada,36
14347,name14347,usa,34
14348,name14348,usa,44
14350,name14350,usa,30
14353,name14353,switzerland,39
14358,name14358,usa,20
1436,name1436,usa,54
1437,name1437,germany,21
14370,name14370,usa,77
14373,name14373,canada,24
14375,name14375,usa,55
1438,name1438,usa,43
14385,name14385,usa,45
14386,name14386,france,26
14388,name14388,usa,41
14393,name14393,usa,30
14394,name14394,canada,29
14399,name14399,usa,49
144,name144,usa,23
1440,name1440,usa,34
14403,name14403,usa,31
14404,name14404,usa,25
14406,name14406,germany,26
14412,name14412,usa,36
14416,name14416,usa,26
1442,name1442,united_kingdom,48
14424,name14424,switzerland,104
14429,name14429,canada,32
1443,name1443,switzerland,48
14431,name14431,usa,31
14433,name14433,germany,24
14434,name14434,australia,76
14435,name14435,australia,34
14437,name14437,usa,46
1444,name1444,spain,30
14441,name14441,italy,23
14446,name14446,usa,31
1445,name1445,usa,76
14453,name14453,usa,68
14454,name14454,united_kingdom,59
14457,name14457,usa,38
14458,name14458,usa,68
14459,name14459,italy,31
14460,name14460,usa,53
14461,name14461,usa,36
14465,name14465,usa,34
14466,name14466,usa,25
14467,name14467,usa,49
14468,name14468,new_zealand,14
14470,name14470,usa,37
14479,name14479,usa,26
14485,name14485,usa,56
14487,name14487,canada,45
14493,name14493,usa,51
14494,name14494,germany,28
14495,name14495,australia,34
145,name145,usa,42
14502,name14502,canada,37
14505,name14505,usa,58
14512,name14512,usa,52
14517,name14517,usa,66
14518,name14518,usa,34
14525,name14525,germany,36
14528,name14528,usa,23
1453,name1453,canada,24
14533,name14533,netherlands,42
14535,name14535,usa,33
14537,name14537,usa,45
14539,name14539,australia,50
14544,name14544,usa,39
14547,name14547,usa,34
14551,name14551,usa,41
14552,name14552,usa,31
14559,name14559,canada,27
14584,name14584,usa,24
14587,name14587,usa,38
14595,name14595,canada,15
14602,name14602,usa,58
14607,name14607,canada,60
14608,name14608,usa,28
1461,name1461,usa,66
14610,name14610,canada,34
14611,name14611,usa,55
14617,name14617,usa,37
14619,name14619,united_kingdom,26
14620,name14620,usa,49
14627,name14627,usa,21
1463,name1463,usa,42
14633,name14633,usa,31
14634,name14634,germany,200
14636,name14636,germany,30
14637,name14637,usa,44
14646,name14646,usa,21
14648,name14648,usa,27
14651,name14651,usa,20
14654,name14654,usa,44
14656,name14656,usa,17
14659,name14659,usa,22
14662,name14662,usa,43
14663,name14663,usa,46
14664,name14664,usa,58
14666,name14666,canada,20
14670,name14670,france,31
14672,name14672,usa,37
14675,name14675,usa,32
14678,name14678,usa,37
14680,name14680,australia,13
14682,name14682,portugal,24
14683,name14683,germany,27
14684,name14684,usa,45
14685,name14685,usa,52
14686,name14686,usa,37
14690,name14690,usa,18
14698,name14698,usa,30
14702,name14702,usa,20
1471,name1471,canada,24
14712,name14712,usa,33
14719,name14719,australia,29
1472,name1472,usa,30
14721,name14721,canada,49
14722,name14722,usa,46
14723,name14723,usa,51
14724,name14724,usa,23
14726,name14726,germany,40
14728,name14728,usa,25
14732,name14732,united_kingdom,22
14736,name14736,usa,22
14737,name14737,spain,44
14742,name14742,usa,38
14744,name14744,usa,37
14746,name14746,usa,40
14748,name14748,usa,52
14753,name14753,usa,51
14754,name14754,usa,33
14758,name14758,canada,40
14768,name14768,usa,41
14774,name14774,germany,34
14777,name14777,usa,43
14779,name14779,usa,40
14783,name14783,usa,41
14788,name14788,usa,23
14791,name14791,germany,21
14792,name14792,usa,18
14793,name14793,spain,33
14798,name14798,usa,19
1480,name1480,canada,24
14806,name14806,canada,25
14807,name14807,usa,39
1481,name1481,canada,29
14810,name14810,usa,42
14813,name14813,germany,27
14817,name14817,usa,72
14819,name14819,usa,17
14820,name14820,usa,63
14822,name14822,usa,51
14823,name14823,usa,58
1483,name1483,usa,49
14834,name14834,usa,24
14836,name14836,usa,33
14838,name14838,usa,38
1484,name1484,usa,19
14843,name14843,australia,30
14856,name14856,usa,51
14857,name14857,usa,43
14858,name14858,usa,33
14859,name14859,germany,24
14860,name14860,united_kingdom,35
14861,name14861,canada,68
14868,name14868,usa,27
14869,name14869,usa,12
14871,name14871,canada,39
14872,name14872,usa,35
14877,name14877,usa,47
14878,name14878,spain,27
14879,name14879,usa,35
1488,name1488,usa,32
14880,name14880,usa,64
14881,name14881,usa,54
14883,name14883,usa,27
1489,name1489,usa,37
14890,name14890,australia,64
14895,name14895,australia,16
14900,name14900,canada,33
14902,name14902,usa,50
14911,name14911,usa,37
14914,name14914,usa,19
14916,name14916,usa,46
14917,name14917,usa,35
14923,name14923,malaysia,24
14935,name14935,usa,25
14938,name14938,canada,33
14939,name14939,usa,25
1494,name1494,usa,42
14942,name14942,france,25
14945,name14945,usa,31
14947,name14947,france,17
14948,name14948,germany,24
1495,name1495,united_kingdom,32
14953,name14953,germany,26
14956,name14956,germany,26
14958,name14958,united_kingdom,31
1496,name1496,canada,68
14966,name14966,canada,59
14967,name14967,canada,54
14968,name14968,canada,53
14969,name14969,usa,70
14970,name14970,usa,20
14971,name14971,usa,37
14972,name14972,spain,20
14977,name14977,australia,26
14979,name14979,canada,29
14983,name14983,usa,33
14988,name14988,australia,58
14990,name14990,usa,39
14996,name14996,usa,34
14997,name14997,usa,18
15,name15,usa,54
1500,name1500,usa,36
15009,name15009,usa,14
15014,name15014,australia,69
15015,name15015,usa,53
1502,name1502,usa,23
15022,name15022,usa,60
15023,name15023,germany,51
15025,name15025,canada,25
15033,name15033,usa,65
15035,name15035,usa,13
15039,name15039,united_kingdom,47
15047,name15047,austria,17
15050,name15050,usa,39
15064,name15064,usa,23
15066,name15066,australia,33
15069,name15069,australia,34
15070,name15070,canada,61
15073,name15073,usa,44
15074,name15074,usa,61
15077,name15077,usa,29
15080,name15080,canada,93
15081,name15081,usa,54
15083,name15083,usa,47
15092,name15092,usa,18
15098,name15098,switzerland,49
1510,name1510,usa,73
15101,name15101,usa,31
15103,name15103,usa,39
15107,name15107,usa,56
1511,name1511,germany,26
15110,name15110,australia,33
15116,name15116,spain,20
15117,name15117,usa,24
15131,name15131,usa,29
15137,name15137,spain,27
15139,name15139,usa,37
15150,name15150,france,48
15154,name15154,france,28
15155,name15155,usa,49
15157,name15157,usa,67
15158,name15158,usa,24
15160,name15160,usa,77
15162,name15162,usa,32
15163,name15163,usa,14
15166,name15166,usa,55
15169,name15169,usa,28
15174,name15174,usa,16
15177,name15177,canada,29
15178,name15178,canada,54
15184,name15184,united_kingdom,27
15185,name15185,usa,32
15186,name15186,canada,52
15188,name15188,usa,72
15196,name15196,germany,30
15199,name15199,usa,43
15201,name15201,usa,37
15207,name15207,usa,26
15209,name15209,australia,35
1521,name1521,canada,30
15211,name15211,usa,43
15213,name15213,germany,28
15220,name15220,usa,31
15231,name15231,usa,55
15242,name15242,usa,36
15243,name15243,portugal,26
15244,name15244,canada,49
15248,name15248,canada,30
15249,name15249,usa,40
1525,name1525,australia,45
15253,name15253,usa,24
15255,name15255,usa,31
1526,name1526,canada,19
15263,name15263,usa,41
15264,name15264,canada,42
15268,name15268,usa,53
1527,name1527,germany,29
15271,name15271,canada,33
15278,name15278,usa,30
1528,name1528,australia,47
15285,name15285,usa,24
15288,name15288,germany,35
1529,name1529,usa,57
15292,name15292,usa,37
15293,name15293,usa,35
15294,name15294,germany,41
15299,name15299,usa,25
153,name153,usa,70
15301,name15301,australia,33
15304,name15304,usa,36
15306,name15306,germany,42
15307,name15307,usa,37
15310,name15310,usa,66
15314,name15314,usa,48
15318,name15318,usa,27
1532,name1532,australia,28
15322,name15322,usa,39
15324,name15324,australia,40
1533,name1533,netherlands,26
15334,name15334,usa,18
15336,name15336,spain,33
15343,name15343,usa,64
15356,name15356,usa,63
15357,name15357,usa,40
15358,name15358,usa,35
15364,name15364,canada,36
1537,name1537,usa,52
15374,name15374,france,34
15375,name15375,usa,30
15382,name15382,usa,30
15384,name15384,belgium,23
15385,name15385,united_kingdom,24
15388,name15388,usa,47
15389,name15389,usa,18
1539,name1539,usa,27
15391,name15391,usa,55
15394,name15394,canada,38
15399,name15399,usa,21
15402,name15402,canada,36
15404,name15404,germany,35
15415,name15415,canada,59
15417,name15417,usa,40
15418,name15418,usa,45
15419,name15419,canada,60
15422,name15422,usa,40
15425,name15425,germany,18
15428,name15428,united_kingdom,31
1543,name1543,usa,38
15430,name15430,usa,33
15432,name15432,switzerland,36
15434,name15434,new_zealand,19
15435,name15435,usa,16
15439,name15439,usa,19
15446,name15446,usa,25
15452,name15452,usa,29
15458,name15458,usa,17
15462,name15462,australia,28
15467,name15467,usa,36
1547,name1547,usa,22
15473,name15473,usa,40
15476,name15476,usa,52
15478,name15478,canada,18
15481,name15481,usa,25
15482,name15482,usa,35
15489,name15489,usa,45
15494,name15494,usa,41
15497,name15497,usa,40
155,name155,usa,25
1550,name1550,usa,51
15500,name15500,spain,36
15507,name15507,usa,31
15509,name15509,usa,53
1551,name1551,usa,32
15512,name15512,usa,25
15515,name15515,usa,28
15516,name15516,usa,24
1552,name1552,usa,1
15520,name15520,spain,24
15529,name15529,usa,24
15535,name15535,usa,45
15536,name15536,australia,52
15540,name15540,usa,27
15546,name15546,france,29
15548,name15548,usa,33
15551,name15551,united_kingdom,41
15557,name15557,switzerland,27
15576,name15576,canada,54
15577,name15577,canada,18
15578,name15578,canada,21
15579,name15579,canada,40
1558,name1558,usa,81
15580,name15580,usa,30
15583,name15583,germany,42
1559,name1559,spain,28
15590,name15590,usa,32
15592,name15592,germany,25
15594,name15594,australia,13
15595,name15595,usa,60
15599,name15599,usa,16
15610,name15610,canada,30
15611,name15611,usa,49
15612,name15612,usa,39
15620,name15620,germany,30
15630,name15630,usa,39
15632,name15632,usa,16
15633,name15633,usa,17
15634,name15634,usa,31
15636,name15636,spain,23
15640,name15640,united_kingdom,16
15641,name15641,usa,49
15643,name15643,canada,33
15644,name15644,usa,33
15646,name15646,usa,21
15648,name15648,usa,30
15656,name15656,canada,28
15657,name15657,canada,45
15661,name15661,usa,43
15664,name15664,canada,45
15666,name15666,united_kingdom,15
15668,name15668,usa,52
15669,name15669,spain,19
15670,name15670,spain,26
15671,name15671,spain,26
15673,name15673,canada,30
15678,name15678,canada,15
15679,name15679,usa,23
15680,name15680,switzerland,25
15682,name15682,usa,32
15687,name15687,usa,32
15691,name15691,usa,36
15693,name15693,usa,20
15695,name15695,usa,28
157,name157,usa,33
1571,name1571,usa,57
15712,name15712,usa,38
15714,name15714,usa,47
15730,name15730,usa,35
15738,name15738,france,23
15741,name15741,usa,28
15748,name15748,canada,33
15754,name15754,usa,36
15755,name15755,germany,40
15756,name15756,usa,60
15759,name15759,usa,28
15760,name15760,usa,34
15762,name15762,italy,24
15769,name15769,france,32
1577,name1577,austria,30
15771,name15771,usa,34
15778,name15778,usa,26
15779,name15779,usa,25
15781,name15781,usa,30
15785,name15785,usa,28
15789,name15789,united_kingdom,24
15790,name15790,usa,51
15792,name15792,usa,26
15793,name15793,spain,25
15802,name15802,usa,49
15805,name15805,italy,34
15815,name15815,usa,14
15817,name15817,canada,40
15820,name15820,germany,32
15821,name15821,usa,61
15823,name15823,usa,62
15824,name15824,usa,40
15825,name15825,usa,27
15829,name15829,usa,17
1583,name1583,canada,47
15832,name15832,canada,11
15835,name15835,usa,14
15837,name15837,usa,37
15838,name15838,usa,55
15848,name15848,usa,17
1585,name1585,usa,42
15850,name15850,netherlands,23
15852,name15852,usa,19
15854,name15854,usa,38
15855,name15855,usa,44
15857,name15857,usa,59
1586,name1586,usa,30
15861,name15861,usa,41
15863,name15863,usa,45
15865,name15865,united_kingdom,28
15866,name15866,usa,34
15868,name15868,united_kingdom,57
15870,name15870,usa,26
15876,name15876,usa,52
15880,name15880,usa,39
15881,name15881,usa,23
15883,name15883,united_kingdom,52
15885,name15885,usa,36
15894,name15894,canada,40
15897,name15897,usa,21
159,name159,canada,18
1590,name1590,usa,45
15901,name15901,usa,50
15905,name15905,germany,27
15912,name15912,usa,37
1592,name1592,portugal,0
15922,name15922,usa,78
15935,name15935,canada,25
15939,name15939,usa,39
15943,name15943,usa,31
15944,name15944,usa,28
15953,name15953,usa,66
15959,name15959,germany,28
15960,name15960,usa,17
15964,name15964,spain,1
15965,name15965,united_kingdom,49
15969,name15969,spain,17
15972,name15972,usa,20
15973,name15973,canada,57
15976,name15976,canada,17
15977,name15977,usa,38
1598,name1598,usa,60
15981,name15981,usa,25
15983,name15983,germany,33
15984,name15984,belgium,42
15985,name15985,canada,34
15989,name15989,usa,38
15993,name15993,canada,25
16004,name16004,usa,29
16010,name16010,usa,21
16019,name16019,usa,47
1602,name1602,usa,21
16024,name16024,united_kingdom,23
16026,name16026,usa,36
16031,name16031,usa,21
16032,name16032,usa,23
16035,name16035,usa,47
1604,name1604,usa,30
16041,name16041,usa,20
16051,name16051,usa,31
16054,name16054,canada,101
16057,name16057,france,55
16058,name16058,australia,15
16059,name16059,usa,18
1606,name1606,canada,47
16060,name16060,usa,19
16063,name16063,usa,49
16064,name16064,netherlands,43
16068,name16068,united_kingdom,34
16074,name16074,usa,20
16079,name16079,usa,35
16082,name16082,usa,36
16087,name16087,usa,27
16088,name16088,usa,29
16091,name16091,canada,20
16096,name16096,usa,38
16103,name16103,usa,55
16107,name16107,usa,18
16108,name16108,usa,19
16109,name16109,usa,45
16112,name16112,spain,33
16127,name16127,usa,46
16128,name16128,usa,59
16129,name16129,usa,51
16133,name16133,usa,58
16136,name16136,usa,32
16138,name16138,usa,57
16139,name16139,usa,52
16142,name16142,usa,21
16145,name16145,usa,24
16148,name16148,usa,19
16153,name16153,usa,30
16154,name16154,usa,36
16158,name16158,usa,63
16162,name16162,united_kingdom,38
16163,name16163,usa,29
16166,name16166,usa,16
16168,name16168,usa,62
1617,name1617,spain,38
16171,name16171,united_kingdom,24
16175,name16175,usa,31
16176,name16176,usa,32
16178,name16178,australia,14
1618,name1618,germany,75
16184,name16184,usa,51
16189,name16189,usa,46
16193,name16193,australia,48
162,name162,usa,32
16210,name16210,usa,37
16214,name16214,usa,44
16219,name16219,usa,48
16230,name16230,usa,10
16233,name16233,usa,38
16237,name16237,usa,25
16238,name16238,usa,72
16241,name16241,portugal,29
16242,name16242,usa,47
16251,name16251,usa,40
16261,name16261,usa,21
16262,name16262,usa,72
16264,name16264,canada,30
1627,name1627,usa,28
1628,name1628,austria,28
16281,name16281,usa,48
16284,name16284,usa,50
16285,name16285,germany,49
16287,name16287,usa,56
16290,name16290,usa,26
16291,name16291,usa,30
16292,name16292,germany,50
16301,name16301,usa,52
16306,name16306,usa,26
16309,name16309,usa,23
1631,name1631,canada,28
16311,name16311,usa,42
16315,name16315,australia,27
16316,name16316,usa,65
16317,name16317,usa,14
16320,name16320,united_kingdom,15
16326,name16326,new_zealand,50
16333,name16333,usa,53
16334,name16334,usa,25
16337,name16337,united_kingdom,35
16341,name16341,usa,12
16349,name16349,usa,30
1635,name1635,spain,47
16352,name16352,brazil,34
1636,name1636,usa,46
16361,name16361,germany,40
16363,name16363,usa,19
16370,name16370,germany,26
16374,name16374,usa,51
16375,name16375,usa,40
16376,name16376,usa,37
16378,name16378,usa,52
16387,name16387,usa,75
16390,name16390,usa,35
16392,name16392,usa,14
16394,name16394,usa,49
16398,name16398,united_kingdom,23
164,name164,usa,46
16404,name16404,germany,27
16408,name16408,portugal,23
16414,name16414,canada,44
16417,name16417,canada,36
16420,name16420,germany,26
16423,name16423,usa,52
16425,name16425,united_kingdom,45
16430,name16430,italy,57
16433,name16433,france,24
16434,name16434,usa,31
16435,name16435,usa,30
16436,name16436,usa,54
16439,name16439,usa,10
1644,name1644,usa,49
16443,name16443,usa,36
16444,name16444,usa,42
16449,name16449,usa,16
16453,name16453,usa,28
16457,name16457,usa,22
16465,name16465,usa,30
16466,name16466,usa,28
16469,name16469,usa,49
16470,name16470,usa,46
16473,name16473,usa,47
16474,name16474,usa,47
16477,name16477,usa,34
16479,name16479,canada,19
16482,name16482,canada,18
16483,name16483,usa,40
16484,name16484,germany,31
16485,name16485,united_kingdom,27
1649,name1649,canada,44
16491,name16491,germany,19
16494,name16494,usa,45
16498,name16498,usa,35
165,name165,canada,43
16500,name16500,malaysia,33
16502,name16502,united_kingdom,24
16505,name16505,germany,41
16507,name16507,germany,39
16511,name16511,usa,15
16514,name16514,france,17
16515,name16515,portugal,26
1652,name1652,usa,38
16520,name16520,usa,25
16522,name16522,usa,19
16524,name16524,usa,60
16533,name16533,usa,51
16536,name16536,canada,21
16538,name16538,usa,36
16541,name16541,usa,40
1655,name1655,canada,27
16556,name16556,spain,30
16558,name16558,usa,56
16561,name16561,usa,23
16563,name16563,usa,30
16565,name16565,united_kingdom,22
16570,name16570,usa,12
16577,name16577,canada,50
16581,name16581,usa,16
16584,name16584,canada,25
16590,name16590,france,17
16591,name16591,usa,17
16595,name16595,usa,63
16607,name16607,canada,104
16608,name16608,italy,19
16613,name16613,usa,35
16614,name16614,switzerland,39
16615,name16615,usa,32
16619,name16619,usa,22
1663,name1663,usa,38
16633,name16633,usa,41
16634,name16634,usa,55
16635,name16635,usa,46
16637,name16637,usa,39
16638,name16638,usa,70
16653,name16653,usa,17
16658,name16658,usa,45
16661,name16661,usa,61
16662,name16662,usa,34
16666,name16666,germany,39
16671,name16671,usa,29
16673,name16673,italy,19
16674,name16674,australia,58
16675,name16675,usa,32
16680,name16680,usa,39
16683,name16683,usa,25
16684,name16684,usa,21
16687,name16687,usa,27
16690,name16690,canada,35
16695,name16695,usa,61
16696,name16696,usa,55
16699,name16699,usa,48
16707,name16707,usa,34
16712,name16712,usa,43
16715,name16715,usa,21
16716,name16716,usa,44
16717,name16717,canada,16
16718,name16718,canada,37
16721,name16721,canada,34
16725,name16725,usa,39
16737,name16737,usa,64
16738,name16738,australia,27
16742,name16742,germany,40
16745,name16745,usa,15
16747,name16747,austria,29
16753,name16753,usa,42
16754,name16754,malaysia,51
16755,name16755,usa,51
16768,name16768,united_kingdom,31
1677,name1677,usa,36
16770,name16770,usa,22
16772,name16772,usa,53
16782,name16782,usa,19
16784,name16784,canada,25
16786,name16786,usa,49
16787,name16787,australia,14
16789,name16789,usa,56
1679,name1679,usa,29
16790,name16790,belgium,24
16792,name16792,usa,24
16794,name16794,usa,47
16795,name16795,usa,18
16798,name16798,usa,37
168,name168,canada,22
16800,name16800,italy,40
16807,name16807,usa,45
16810,name16810,usa,19
16811,name16811,united_kingdom,48
16812,name16812,usa,36
16813,name16813,spain,51
16815,name16815,usa,44
16820,name16820,canada,41
16824,name16824,usa,65
16829,name16829,usa,37
16836,name16836,usa,50
16846,name16846,italy,23
16849,name16849,usa,31
16855,name16855,usa,36
16859,name16859,usa,59
16864,name16864,netherlands,24
16869,name16869,usa,28
16870,name16870,usa,43
16874,name16874,usa,24
16878,name16878,canada,51
1688,name1688,usa,31
16882,name16882,usa,17
16886,name16886,usa,41
16890,name16890,usa,45
16897,name16897,usa,27
16901,name16901,united_kingdom,56
16902,name16902,usa,21
16904,name16904,usa,54
16908,name16908,usa,35
16909,name16909,united_kingdom,41
16913,name16913,usa,30
16923,name16923,usa,49
16925,name16925,usa,35
16927,name16927,germany,23
16932,name16932,usa,16
16936,name16936,usa,26
16939,name16939,canada,27
16940,name16940,usa,44
16944,name16944,usa,21
16946,name16946,usa,22
16947,name16947,united_kingdom,50
16949,name16949,usa,57
1695,name1695,united_kingdom,31
16950,name16950,usa,69
16957,name16957,united_kingdom,27
16959,name16959,spain,30
16965,name16965,usa,48
16966,name16966,canada,19
16967,name16967,usa,19
16969,name16969,usa,36
16972,name16972,china,28
16973,name16973,australia,53
16974,name16974,usa,22
16976,name16976,usa,54
16977,name16977,canada,30
16984,name16984,usa,30
16985,name16985,usa,32
16988,name16988,canada,46
16989,name16989,usa,14
16997,name16997,united_kingdom,36
170,name170,australia,34
17005,name17005,usa,28
17006,name17006,united_kingdom,30
17007,name17007,usa,20
17011,name17011,usa,30
17014,name17014,australia,25
17021,name17021,usa,46
17030,name17030,usa,34
17032,name17032,usa,49
17034,name17034,usa,19
17038,name17038,germany,38
1704,name1704,spain,41
17042,name17042,usa,27
17049,name17049,usa,52
17050,name17050,united_kingdom,28
17052,name17052,canada,24
17057,name17057,usa,28
17060,name17060,usa,24
17061,name17061,germany,45
17063,name17063,usa,61
17071,name17071,usa,29
17072,name17072,usa,27
17076,name17076,usa,64
17079,name17079,italy,41
1708,name1708,usa,56
17080,name17080,united_kingdom,54
1709,name1709,canada,33
17091,name17091,usa,37
17093,name17093,usa,23
17099,name17099,germany,30
1710,name1710,australia,23
17101,name17101,usa,62
17102,name17102,canada,34
17106,name17106,usa,50
17107,name17107,usa,23
17109,name17109,united_kingdom,32
1711,name1711,spain,35
17117,name17117,usa,36
17118,name17118,portugal,26
17120,name17120,usa,25
17125,name17125,spain,25
17128,name17128,usa,37
17132,name17132,united_kingdom,45
17138,name17138,portugal,28
17142,name17142,spain,51
17146,name17146,netherlands,39
17147,name17147,usa,26
17148,name17148,usa,30
17151,name17151,united_kingdom,28
17153,name17153,italy,27
17156,name17156,united_kingdom,33
17157,name17157,usa,38
1716,name1716,usa,21
17164,name17164,usa,24
17167,name17167,usa,31
17169,name17169,usa,48
17172,name17172,switzerland,20
17176,name17176,usa,59
17182,name17182,france,31
17191,name17191,usa,36
17196,name17196,usa,51
17197,name17197,canada,34
17199,name17199,usa,49
1720,name1720,usa,21
17200,name17200,germany,27
17201,name17201,united_kingdom,33
17203,name17203,usa,17
17204,name17204,usa,48
17205,name17205,germany,33
17207,name17207,usa,40
17208,name17208,united_kingdom,36
17216,name17216,usa,52
17222,name17222,usa,28
17231,name17231,usa,14
17235,name17235,new_zealand,75
1724,name1724,usa,24
17244,name17244,canada,35
17247,name17247,germany,36
1725,name1725,usa,29
17257,name17257,usa,26
1726,name1726,usa,39
17261,name17261,usa,33
17262,name17262,usa,60
1727,name1727,usa,26
17272,name17272,usa,56
17274,name17274,united_kingdom,34
17275,name17275,usa,38
17285,name17285,usa,22
17295,name17295,usa,19
17296,name17296,usa,34
173,name173,france,28
1731,name1731,usa,25
17316,name17316,usa,59
17321,name17321,australia,14
17322,name17322,canada,25
17328,name17328,usa,35
17329,name17329,usa,15
17330,name17330,usa,37
17331,name17331,canada,47
17334,name17334,germany,56
1734,name1734,usa,42
17340,name17340,portugal,43
17344,name17344,usa,14
17345,name17345,usa,39
17358,name17358,france,30
1736,name1736,usa,35
17360,name17360,usa,51
17362,name17362,usa,73
17365,name17365,usa,31
17367,name17367,usa,32
17372,name17372,australia,34
17383,name17383,canada,32
17389,name17389,usa,28
17391,name17391,australia,28
17393,name17393,canada,20
17395,name17395,usa,64
17399,name17399,canada,54
174,name174,usa,48
17400,name17400,usa,29
17403,name17403,usa,18
17404,name17404,usa,16
17406,name17406,canada,39
17407,name17407,united_kingdom,28
17412,name17412,usa,36
17414,name17414,united_kingdom,36
17423,name17423,usa,57
17425,name17425,germany,25
17431,name17431,france,25
17433,name17433,usa,54
17439,name17439,canada,28
17441,name17441,spain,33
17443,name17443,usa,43
17444,name17444,usa,44
17446,name17446,usa,31
17447,name17447,usa,34
17452,name17452,canada,46
17453,name17453,canada,41
17454,name17454,usa,20
17458,name17458,canada,41
17459,name17459,usa,41
17463,name17463,usa,37
17464,name17464,united_kingdom,25
17467,name17467,switzerland,18
17468,name17468,australia,46
17469,name17469,usa,33
17471,name17471,usa,32
17473,name17473,usa,38
17475,name17475,usa,37
17476,name17476,usa,52
17481,name17481,germany,35
17483,name17483,belgium,22
17487,name17487,usa,45
17494,name17494,usa,49
17496,name17496,usa,39
17498,name17498,usa,61
17500,name17500,germany,32
17504,name17504,canada,21
17508,name17508,united_kingdom,38
1751,name1751,usa,40
17514,name17514,usa,26
17515,name17515,netherlands,26
17516,name17516,spain,31
17520,name17520,united_kingdom,29
17523,name17523,usa,28
17527,name17527,usa,53
17531,name17531,usa,40
17533,name17533,united_kingdom,40
17536,name17536,italy,27
17541,name17541,usa,52
17544,name17544,germany,44
17548,name17548,usa,25
17551,name17551,usa,61
17554,name17554,usa,25
17555,name17555,canada,15
17560,name17560,usa,26
17564,name17564,canada,19
17568,name17568,usa,34
1757,name1757,usa,32
17570,name17570,usa,36
17571,name17571,usa,21
17575,name17575,usa,49
17579,name17579,usa,29
17583,name17583,usa,37
17588,name17588,usa,41
17589,name17589,usa,35
17593,name17593,usa,37
17596,name17596,canada,13
1760,name1760,usa,54
17601,name17601,usa,49
17602,name17602,united_kingdom,29
17608,name17608,usa,20
17612,name17612,germany,23
17615,name17615,canada,40
17616,name17616,usa,63
17617,name17617,usa,44
17618,name17618,usa,58
1762,name1762,usa,43
17624,name17624,usa,1
17633,name17633,usa,15
17639,name17639,usa,54
17642,name17642,usa,20
17643,name17643,usa,48
1765,name1765,usa,34
17656,name17656,united_kingdom,28
