ISBN,Title,Author,Year_Publication,Publisher
24098,Ghost Stories (Penguin Popular Classics),M.R. James,1994,Penguin Books Ltd
37856,"The Lord of the rings,",J. R. R Tolkien,1968,Allen and Unwin
59976,Fresh Milk: The Secret Life of Breasts,Fiona Giles,2003,Simon &amp; Schuster
67724,"The Hobbit (Young Adult edition, Sis cover)",J. R. R. Tolkien,2001,Houghton Mifflin Company
17583,The Web,JONATHAN KELLERMAN,2003,Ballantine Books
22447,Cold Case (Carlotta Carlyle Mysteries (Paperback)),Linda Barnes,1998,Dell Publishing Company
48630,Mangoes and Quince,Carol Field,2002,Bloomsbury Publishing (NY)
13912,"If You Leave Me, Can I Come Too?",Cynthia Heimel,1996,Pan Macmillan
55858,Matthew Flinders' Cat,Bryce Courtenay,0,Penguin Books Australia Ltd
55857,Solomon's song,Bryce Courtenay,1999,Viking
27955,Fried Green Tomatoes at the Whistle Stop Cafe (Ballantine Reader's Circle),Fannie Flagg,1997,Ballantine Books
16110,Paradise Lost and Other Poems,John Milton,1996,Signet Book
59918,Isabel'S Bed,Elinor Lipman,1996,Pocket
67522,"YESTERDAY, I CRIED : Celebrating the Lessons of Living and Loving",Iyanla Vanzant,1999,Simon &amp; Schuster
35820,The Only Diet There Is,Sondra Ray,1982,Celestial Arts
36753,An Unsuitable Job for a Woman,P.D. James,2001,Touchstone
30732,The Bridesmaid Guide,Kate Chynoweth,2003,Chronicle Books
46140,Cat Among the Pigeons (Hercule Poirot Mysteries (Paperback)),Agatha Christie,2004,Berkley Publishing Group
52742,Agatha Christie's Mysterious Affair at Styles,Agatha Christie,2002,Deodand Publishing
13319,Friendship Factor: How to Get Closer to the People You Care for,Alan L. McGinnis,1979,Augsburg Fortress Publishers
62181,"A Bike Ride: 12,000 Miles Around the World",Anne Mustoe,2002,Virgin Publishing
23493,Prey,Ken Goddard,1993,Tor Books
30019,How to Be Your Own Best Friend: A Conversation With Two Psychoanalysts,Mildred Newman,1973,Random House Inc
14387,Who's Looking Out for You?,BILL O'REILLY,2003,Broadway
26346,The Full Monty,Wendy Holden,1998,HarperCollins Publishers
60837,The School for Scandal (Dover Thrift Editions),Richard Brinsley Sheridan,1991,Dover Publications
5638,You Shall Know Our Velocity,DAVE EGGERS,2003,Vintage
44102,The Financially Confident Woman,Mary Hunt,1996,Broadman &amp; Holman Publishers
1265,M√°s Plat√≥n y menos Prozac,Lou Marinoff,2001,Punto de Lectura
32656,Bitter Sweet,LaVyrle Spencer,1990,Putnam Pub Group
55277,The Effect of Gamma Rays on Man-In-The-Moon Marigolds,PAUL ZINDEL,1984,Bantam
62428,"The Perfect Summer (Sweet Valley High, Super Edition)",Francine Pascal,1985,Sweet Valley
17689,Man of the Hour,Peter Blauner,2000,Warner Books
35332,Deep As the Marrow (Deep as the Marrow),F. Paul Wilson,1998,Tor Books
46324,Elixir,Gary Braver,2001,Tor Books
20343,Such Devoted Sisters,Eileen Goudge,1994,Signet Book
33662,Bring Me the Head of Prince Charming,Roger Zelazny,1992,Spectra Books
27566,Eight Weeks to Optimum Health: A Proven Program for Taking Full Advantage of Your Body's Natural Healing Power (Proven Program for Taking Full Advantage of Your Body's Natural Healing Power),Andrew Weil,1997,Alfred A. Knopf
68198,Pantaleon y las Visitadoras,Mario Vargas Llosa,2002,Suma de Letras
17806,The Complete Fairy Tales of the Brothers Grimm,Jacob Grimm,2003,Bantam
22116,Alex Haley's Queen: The Story of an American Family,Alex Haley,1994,Harper Mass Market Paperbacks (Mm)
37620,"Secrets, Lies and Democracy (The Real Story Series)",Noam Chomsky,2002,Odonian Press
18142,The Alien Years,Robert Silverberg,1999,Eos
18193,This Bridge Called My Back: Writings by Radical Women of Color,Cherrie Moraga,1984,Kitchen Table--Women of Color Press
41198,How to Win at Nintendo Games 4 (How to Win at Nintendo Games),Jeff Rovin,1991,St Martins Pr (Mm)
34370,"French Lessons: Adventures with Knife, Fork, and Corkscrew",Peter Mayle,2002,Vintage Books USA
17729,Interest of Justice,Nancy Taylor Rosenberg,1994,Signet Book
25562,"Picasso at the Lapin Agile and Other Plays : Picasso at the LapinAgile, the Zig-Zag Woman, Patter for a Floating Lady, WASP",Steve Martin,1997,Grove Press
51266,Mule Bone : A Comedy of Negro Life in Three Acts,Langston Hughes,1991,Perennial
11430,In Search of Excellence,Thomas Peters,1985,Warner Books> C/o Little Br
52045,The Wonderful Wizard of Oz: A Commemorative Pop-up,L. Frank Baum,2001,Little Simon
26621,Tao Te Ching,Lao Tzu,1972,Vintage Books USA
63056,The Ride Down Mt. Morgan,Arthur Miller,1999,Penguin Books
34823,Sexual Ecology: AIDS and the Destiny of Gay Men,Gabriel Rotello,1998,Plume Books
58977,"SURFACE TENSION : Love, Sex, and Politics Between Lesbians and Straight Women",Meg Daly,1996,Touchstone
9883,Care of the Soul : A Guide for Cultivating Depth and Sacredness in Everyday Life,Thomas Moore,1994,Perennial
30738,Pride and Prejudice,Jane Austen,1994,Tor Books
24811,The Persecution and Assassination of Jean-Paul Marat As Performed by the Inmates of the Asylum of Charenton Under the Direction of The Marquis de Sade (or Marat Sade),Peter Weiss,2001,Waveland Pr Inc
28337,The Case-Book of Sherlock Holmes (Wordsworth Collection),Sir Arthur Conan Doyle,1998,NTC/Contemporary Publishing Company
34835,Get A Financial Life : Personal Finance In Your Twenties And Thirties,Beth Kobliner,2000,Fireside
47438,Cyberbooks,Ben Bova,1989,Tor Books (Mm)
52745,Soul Survivor,Christopher Golden,1999,Simon Pulse
33732,"Earth, Air, Fire, and Water: More Techniques of Natural Magic (Llewellyn's Practical Magick Series)",Scott Cunningham,1991,Llewellyn Publications
9746,The Evil That Men Do,Stephen G. Michaud,2000,St. Martin's True Crime
9745,Linux Administration Handbook,Evi Nemeth,2002,Prentice Hall PTR
9747,I Know You Really Love Me: A Psychiatrist's Account of Stalking and Obsessive Love,Doreen Orion,1998,Dell Publishing Company
48389,Love in Vein,Poppy Z. Brite,1995,Eos
15102,Anakin Skywalker (Star Wars Episode I: Journal Series),Todd Strasser,1999,Scholastic
66647,Ayla und der Stein des Feuers. Roman.,Jean M. Auel,2003,Heyne
19807,"The Original Adventures of Hank the Cowdog (Hank the Cowdog, 1)",John R. Erickson,1998,Puffin Books
19825,Abel's Island,William Steig,1985,"Farrar, Straus and Giroux (BYR)"
19543,Das Geisterhaus. Roman.,Isabel Allende,1989,Suhrkamp
15833,"The Man in the Ice: The Discovery of a 5,000-Year-Old Body Reveals the Secrets of the Stone Age",Konrad Spindler,1995,Harmony Books
39722,Galopp ins Gl√?¬ºck.,Rita Mae Brown,2001,Rowohlt TB-V. Rnb.
29645,The Healing Quilt,Lauraine Snelling,2002,Waterbrook Press
58351,Major Wyclyff's Campaign,Katherine Greyle,2001,Leisure Books
34247,Armor,John Steakley,1990,Daw Books
11947,Neandertal. Tal des Lebens.,John Darnton,1998,Goldmann
20094,Children of the Mind (Ender Wiggins Saga (Paperback)),Orson Scott Card,1997,Tor Books
32231,Felidae. Roman.,Akif Pirincci,1989,Goldmann
13551,The Lake of Darkness,Ruth Rendell,1987,Bantam Books
42510,Memory of Eva Ryker,Donald A. Stanwood,1979,Dell Publishing
15382,Great Expectations,Charles Dickens,1986,Signet Classics
35731,Dirk Gently's Holistic Detective Agency,Douglas Adams,1989,Pocket
44150,Necroscope,Brian Lumley,1988,Tor Books
65849,West 47th,Gerald A. Browne,1996,Warner Books
9750,Warum M√?¬§nner l√?¬ºgen und Frauen immer Schuhe kaufen.,Allan Pease,2002,Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas
19215,Survival In Auschwitz,Primo Levi,1995,Touchstone
37071,Die Seele des Ganzen.,Anna Quindlen,1997,Btb Bei Goldmann
26052,Die schwarze Kathedrale.,Charles Palliser,2002,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co."
40827,"Invitation to Seduction, An",Lorraine Heath,2004,Avon
42172,Fairyland,Paul J. McAuley,1997,Eos
11813,Dreaming Place,Charles De Lint,1992,Warner Books
23415,Hot &amp; Bothered (Mira),Susan Andersen,2004,Mira
43667,LABYRINTH GATE,Alis A. Rasmussen,1988,Baen
62841,Night Swimming,Laura Moore,2003,Ivy Books
19320,"The Book of Lost Tales, Part 1 (The History of Middle-Earth, Volume 1)",J. R. R. Tolkien,1984,Houghton Mifflin
42913,Forever My Love,Lisa Kleypas,1988,New Amer Library (Mm)
28193,Whispers at Midnight,Karen Robards,2003,Pocket Star
43909,Tropical Getaway,Roxanne St. Claire,2003,Pocket Star
21197,The Fling,Elda Minger,2002,Jove Books
60600,Shower of Stars (Berkley Sensation),Nancy Herkness,2004,Berkley Publishing Group
32011,The Secret Life of Bryan,Lori Foster,2004,BRAVA
43982,Southern Belle (Mira),Fiona Hood-Stewart,2004,Mira
37420,Women &amp; Other Animals : Stories,Bonnie Jo Campbell,2002,Scribner
50914,Sweet Success,Susan Mallery,2001,Pocket
21620,The Lady Chosen,Stephanie Laurens,2003,Avon Books
47286,Anthem: With a New Introduction by Leonard Peikoff/Expanded Edition,Ayn Rand,1995,New Amer Library
62237,Hissy Fit,Mary Kay Andrews,2004,HarperCollins
40828,England's Perfect Hero,Suzanne Enoch,2004,Avon
60604,Dead Ringer,Annie Solomon,2003,Warner Books
18422,Absolute Pleasure,Cheryl Holt,2003,St. Martin's Paperbacks
46129,The Edge,Dick Francis,1989,Putnam Pub Group
22225,And Then He Kissed Me (Avon Romance),Patti Berg,2003,Avon
62387,Diamond Rain,Constance Laux,1999,Topaz
45159,Faithful : A Novel,DAVITT SIGERSON,2004,Nan A. Talese
15919,Hard Lovin' Man,Lorraine Heath,2003,Pocket Star
60625,Standing in the Shadows,Shannon McKenna,2003,BRAVA
60638,Desert Heat,Kat Martin,2004,Zebra Books
41749,Bombshell (Red Dress Ink),Lynda Curnyn,2004,Red Dress Ink
57254,Das Paradies der kleinen S√?¬ºnder. Commissario Montalbano kommt ins Stolpern.,Andrea Camilleri,2002,L√?¬ºbbe
34680,Raumschiff Titanic.,Douglas Adams,2001,Goldmann
37364,Mein langer Lauf zu mir selbst.,Joschka Fischer,2001,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co."
18161,Pu Der Bar,A. A. Milne,1999,Deutscher Taschenbuch Verlag
67302,Southern Comforts,JoAnn Ross,2004,Mira Books
10240,One Dark Night (Berkley Sensation),Jaid Black,2004,Berkley Publishing Group
56862,Miss Davenport's Christmas (Regency Romance),Marion Chesney,1993,Fawcett Books
15736,Bedroom Eyes,Hailey North,1998,Avon
38521,A Thing of Beauty,Casey Claybourne,2000,Berkley Publishing Group
19520,Fliegende Fetzen. Ein Roman von der bizarren Scheibenwelt.,Terry Pratchett,1999,Goldmann
31810,Hot And Bothered : Four Steamy Tales of Love and Seductionthat Will Leave You...,Lori Foster,2001,St. Martin's Paperbacks
21797,The Chase,Brenda Joyce,2003,St. Martin's Paperbacks
10391,Never Too Much,Lori Foster,2002,BRAVA
65214,Menage (Black Lace Series),Emma Holly,2001,Black Lace
60532,Bad Girl : A Novel,MICHELE JAFFE,2003,Ballantine Books
61710,Epsilon.,David Ambrose,2003,L√?¬ºbbe
21641,Guilty Pleasures (Avon Romantic Treasures),Laura Lee Guhrke,2004,Avon
42198,The Proposition,Judith Ivory,1999,Avon
67324,Wer weint schon um Abdul und Tanaya? Die Irrt√?¬ºmer des Kreuzzugs gegen den Terror.,J√?¬ºrgen Todenh√?¬∂fer,2003,"Herder, Freiburg"
18122,The Vendetta Defense,Lisa Scottoline,2001,HarperCollins Publishers
31819,"Unsung Hero, The",SUZANNE BROCKMANN,2003,Ivy Books
33020,"Happy Birthday, T√?¬ºrke. Ein Kayankaya- Roman.",Jakob Arjouni,1987,Diogenes Verlag
38081,"Texan (Home On The Ranch) (Harlequin Superromance, No. 884)",K. N. Casper,1999,Harlequin
68284,"If I Die Before I Wake (Sweet Valley Twins, 100)",Jamie Suzanne,1996,Sweet Valley
68283,"The Beast Must Die (Sweet Valley Twins, 99)",Jamie Suzanne,1996,Skylark
68303,Flamingo Revenge (Full House Club Stephanie),Janet Quin-Harkin,1997,Simon Spotlight
12712,"Urgent Vows (Intrigue, 571)",Joyce Sullivan,2000,Harlequin
68298,"Fun, Sun, and Flamingoes",Janet Quin-Harkin,1997,Sagebrush Education Resources
10021,"One Good Man (Intrigue, 588)",Jim Miller,2000,Harlequin
41515,Almost Forever,Linda Howard,1986,Silhouette
19040,Rawhide Man (Silhouette Desire No. 157),Diana Palmer,1984,Silhouette
68306,The Big Fix-Up Mix-Up (FullHouseStephanie),Devra Newberger Speregen,1996,Simon Spotlight
10167,A Bachelor and a Baby  (The Mom Squad),Marie Ferrarella,2003,Harlequin
43695,Dearest Max (Sonnet Books),Barbara Miller,2000,Pocket
68310,Reunion,Jenny Carroll,2001,Simon Pulse
21183,After the Kiss,Karen Ranney,2000,Avon
68309,Ninth Key,Jenny Carroll,2001,Simon Pulse
68308,Shadowland,Jenny Carroll,2000,Simon Pulse
19229,The Superior Person's Book of Words,Peter Bowler,1985,David R. Godine Publisher
68272,Dictionary of Mythology: Mainly Classical,Bergen Evans,1994,Laurel
39070,Bad Boys Online,Erin McCarthy,2003,BRAVA
23404,Almost a Gentleman,Pam Rosenthal,2003,BRAVA
68269,A Kiss from Maddalena,Christopher Castellani,2004,Berkley Publishing Group
62407,The Cat's Fancy (Time of Your Life Series),Julie Kenner,2000,Love Spell
68307,Ballet Surprise (Full House Michelle),Jean Waricha,1996,Simon Spotlight
64459,"Karen's Kittycat Club (Baby-Sitters Little Sister, 4)",Ann M. Martin,1990,Scholastic
15824,Texas Love Song,Jodi Thomas,1996,Jove Books
64460,"Karen's Kittens (Baby-Sitters Little Sister, 30)",Ann M. Martin,1992,Scholastic Paperbacks (Mm)
68293,"Karen's New Bike (Baby-Sitters Little Sister, 62)",Ann M. Martin,1995,Scholastic
68287,"Karen's Big Sister (Baby-Sitters Little Sister, 69)",Ann M. Martin,1995,Scholastic
19029,"Too Many Husbands (Loveswept, No 159)",Charlotte Hughes,1986,Loveswept
35112,Baby-Sitting Is a Dangerous Job,Willo Davis Roberts,1996,Aladdin
68266,Tallahassee Higgins,Mary Downing Hahn,1989,HarperTrophy
47301,"Wedge's Gamble (Star Wars: X-Wing Series, Book 2)",Michael A. Stackpole,1998,Bantam
47299,"Assault at Selonia (Star Wars: The Corellian Trilogy, Book 2)",Roger MacBride Allen,1998,Bantam
20092,Star Wars: Showdown at Centerpoint (Star Wars: The Corellian Trilogy (Paperback)),Roger MacBride Allen,1998,Bantam
33893,"Welcome to the Wicked Wax Museum (Give Yourself Goosebumps, No 12)",R. L. Stine,1996,Scholastic
54236,"Night Of The Full Moon (Stepping Stone,  paper)",GLORIA WHELAN,1996,Random House Books for Young Readers
68290,"Shatterglass (Circle Opens, Book 4)",Tamora Pierce,2004,Scholastic Paperbacks
47571,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books Ltd
68278,Homecoming,Cynthia Voigt,1983,Fawcett Books
23127,Virtue,JANE FEATHER,1993,Bantam
68253,Spring Torrents (Penguin Classics),Ivan Sergeevich Turgenev,1980,Penguin Books
42145,Valley of the Shadow,Charlotte Hughes,1998,Avon
40299,Shield of Three Lions,Pamela Kaufman,2002,Three Rivers Press (CA)
24471,Miss Garnet's Angel,Salley Vickers,2002,Plume Books
37902,Grange House,Sarah Blake,2001,Picador USA
68288,The Circle Opens #2: Street Magic,Tamora Pierce,2002,Scholastic
68289,Circle Opens: Cold Fire,Tamora Pierce,2003,Scholastic Paperbacks
62915,I Was a Teenage Fairy (Ageless Books),Francesca Lia Block,2000,HarperCollins
62798,Hot Pink,Susan Johnson,2003,Berkley Publishing Group
36890,Briar's Book (Circle of Magic #4),Tamora Pierce,2000,Scholastic
68295,Daja's Book (Circle of Magic),Tamora Pierce,2000,Scholastic
22475,One Night for Love,Mary Balogh,1999,Dell Publishing Company
68317,Beast,Donna Jo Napoli,2002,Simon Pulse
40801,Dance of Seduction (Avon Romantic Treasures),Sabrina Jeffries,2003,Avon
68311,79 PARK AVENUE,Harold Robbins,1993,Pocket
42775,Sugar Anne,Jan Hudson,1998,Ivy Books
36072,Mail - Order Grooms (By Request 2'S) (By Request 2's),Vickie Lewis Thompson,2000,Harlequin
68315,On Fortune's Wheel,Cynthia Voigt,1999,Simon Pulse
41784,Saving Dr. Ryan  (The Men of Mayes County),Karen Templeton,2003,Silhouette
68271,Eva,PETER DICKINSON,1990,Laurel Leaf
56104,Sandry's Book (Circle of Magic),Tamora Pierce,1999,Scholastic
23401,Wilde Thing,Janelle Denison,2003,BRAVA
49242,Time Enough for Drums,Ann Rinaldi,2000,Laurel-Leaf Books
49085,The China Garden,Liz Berry,1999,HarperTempest
41290,Complete Abandon,Cheryl Holt,2003,St. Martin's Paperbacks
39594,Enemy Women : A Novel,Paulette Jiles,2003,Perennial
23478,The Prince of Pleasure,Nicole Jordan,2003,Ivy Books
14730,"Isolde, Queen of the Western Isle : The First of the Tristan and Isolde Novels",ROSALIND MILES,2003,Three Rivers Press
68256,Aesops Fables,S A Handford,0,Penguin Putnam~trade
68255,Treasure Island,Robert Louis Stevenson,1999,Puffin Books
68258,The Count of Monte Cristo,Alexandre Dumas,2000,Puffin Books
68257,Great Expectations,Charles Dickens,2000,Penguin Putnam~trade
54144,Oliver Twist (Puffin Classics),Charles Dickens,1994,Puffin Books
23405,The Bookseller's Daughter,Pam Rosenthal,2004,BRAVA
22223,My One and Only (Avon Light Contemporary Romances),MacKenzie Taylor,2002,Avon
68275,Stealing Freedom,Elisa Carbone,2001,Yearling Books
42814,"Lisa, Bright and Dark",John Neufeld,1995,Signet Book
68270,Great Expectations (Scholastic Classics),Charles Dickens,2003,Scholastic Paperbacks
65253,SHADES OF TWILIGHT,Linda Howard,1996,Pocket
42697,The Promise of Jenny Jones,Maggie Osborne,1997,Warner Books
68252,Tess of the D'Urbervilles,Tom Dolin,1999,Penguin Books
68251,Mansfield Park,Jane Austen,1983,Penguin Books Ltd
22207,The Marriage Contract,Cathy Maxwell,2001,Avon
54241,The Key Is Lost,Ida Vos,2000,HarperCollins Publishers
60602,When She's Bad,Leanne Banks,2003,Warner Forever
56983,Miss Timothy Perseveres (Signet Regency Romance),Emily Hendrickson,1999,Signet Book
54770,Miss Hamilton's Hero (A Zebra Regency Romance),Nancy Lawrence,1999,Zebra Books
59527,"Guilty Pleasures (Harlequin Blaze, No 59)",Cathy Yardley,2002,Harlequin
42669,Priceless,Mary Lynn Baxter,1995,Warner Books
39843,"Honky - Tonk Cinderella (How To Marry A Monarch) (Silhoutee Intimate Moments, No. 1120)",Karen Templeton,2001,Silhouette
19021,The Wives of Bowie Stone,Maggie Osborne,1994,Warner Books
41846,Morgan'S Mercenaries: Heart Of Stone,Lindsay Mckenna,2001,Silhouette
62362,Highland Brides: Scoundr (Highland Brides),Lois Greiman,1998,Avon
59328,Midnight Sun #2 (Silhouette Special Edition),Lisa Jackson,1985,Silhouette
23723,The Hot Ladies Murder Club,Ann Major,2003,Mira Books
63405,To Marry a British Lord,Judith O'Brien,1997,Pocket
22070,Manhunting in Mississippi,Stephanie Bond,2003,Harlequin
60826,The Last Girls,Lee Smith,2003,Algonquin Books of Chapel Hill
12265,"If You Can't Live Without Me, Why Aren't You Dead Yet?!",Cynthia Heimel,1992,Perennial
53370,Die Zauberin von Ruwenda.,Marion Zimmer Bradley,1995,Heyne
56851,Logic of the Heart,Patricia Veryan,1991,Fawcett Books
12918,"Secret Games (Blaze, 28)",Jeanie London,2002,Harlequin
56931,The Savage Marquess (Signet Regency Romance),Marion Chesney,1995,Signet Book
36240,"When She Was Bad: The Story of Bess, Hortense, Sukhreet &amp; Nancy",Shana Alexander,1991,Dell Publishing Company
62379,A Most Reckless Lady,Sandy Hingston,1998,Dell Publishing Company
51919,The Water Nymph,Michele Jaffe,2001,Pocket Star
37573,Le jour des fourmis: Roman,Bernard Werber,1992,A. Michel
57302,52 Pick-Up,Elmore Leonard,1995,Harper Mass Market Paperbacks (Mm)
11110,The Cinderella Rules,DONNA KAUFFMAN,2003,Bantam
38832,La Conjura de Los Necios,John Kennedy Toole,1994,Anagrama
36113,"Art Of Deception (Language of Love, No 27)",Nora Roberts,1993,Silhouette
41577,"Cry For The Moon (Harlequin American Romance, No 260)",Anne Stuart,1988,Harlequin
36115,Stony Man V (Don Pendleton's Mack Bolan),Don Pendleton,1992,Gold Eagle
12640,The Fallon Blood,Robert Jordan,1996,Tor Books (Mm)
55211,The Crone's Book of Words,Valerie. Worth,1980,Llewellyn Pubns
18243,The Inhuman Condition,Clive Barker,1989,Pocket
14271,The Restaurant at the End of the Universe,Douglas Adams,1982,Harmony Books
43314,"Ready-Made Family (Loveswept, No 764)",Charlotte Hughes,1995,Loveswept
32643,"You Sexy Thing! (Blaze, 15)",Tori Carrington,2001,Harlequin
12926,"Truth or Dare: Men to Do (Harlequin Blaze, No 88)",Jo Leigh,2003,Harlequin
52887,Cherokee Baby,Sheri Whitefeather,2003,Silhouette
41424,Enamored,Diana Palmer,1988,Silhouette
42700,The Best Man,Maggie Osborne,1998,Warner Books
19443,Spiritual Astrology : Your Personal Path to Self-Fulfillment,Jan Spiller,1988,Fireside
44085,Amelia,Diana Palmer,1993,Ivy Books
62338,Lessons Learned (Silhouette Special Edition #318),Nora Roberts,1986,Silhouette
64150,As Seen on TV,Sarah Mlynowski,2003,Red Dress Ink
63679,"The Shadow Matrix: A Novel of Darkover (Daw Book Collectors, No. 1065)",Marion Zimmer Bradley,1999,Daw Books
10186,Buckhorn Brothers: Casey,Lori Foster,2002,Harlequin
27666,Little Women,Louisa May Alcott,1992,Scholastic
24457,Many Waters,Madeleine L'Engle,1987,Yearling Books
47407,Megatokyo Vol 1 Chapter Zero,Fred Gallagher,2003,I.C. Entertainment
55355,"Fool's Errand (The Tawny Man, Book 1)",Robin Hobb,2002,Bantam Books
20488,My Teacher Flunked the Planet,Bruce Coville,1992,Aladdin
68366,Under Milk Wood (Everyman's Library),Dylan Thomas,1977,Everyman
50517,A Son of the Circus,John Irving,1994,Random House Inc
55318,"The Shadow Academy (Star Wars: Young Jedi Knights, Book 2)",Kevin J. Anderson,1996,Berkley Publishing Group
47305,The New Rebellion (Star Wars (Random House Paperback)),Kristine Kathryn Rusch,1997,Bantam
45823,Foley Is Good: And the Real World Is Faker Than Wrestling,Mick Foley,2001,ReganBooks
64296,"Starfighters of Adumar (Star Wars: X-Wing, Book 9)",Aaron Allston,1999,Spectra Books
64301,"Solo Command (Star Wars: X-Wing Series, Book 7)",Aaron Allston,1999,Bantam
47302,"The Krytos Trap (Star Wars: X-Wing Series, Book 3)",Michael A. Stackpole,1996,Bantam
23136,"Rogue Squadron (Star Wars: X-Wing Series, Book 1)",Michael A. Stackpole,1998,Bantam
64298,Tales from the New Republic (Star Wars (Random House Paperback)),PETER SCHWEIGHOFER,1999,Spectra
31388,Party Monster : A Fabulous But True Tale of Murder in Clubland,James St. James,2003,Simon &amp; Schuster
38979,Moon Women,Pamela Duncan,2001,Delacorte Press
61688,The O. Henry Prize Stories 2003 (Prize Stories (O Henry Awards)),LAURA FURMAN,2003,Anchor
67176,Redneck Heaven: Portrait of a Vanishing Culture,Bethany Bultman,1996,Bantam
32372,Solomon Gursky was here,Mordecai Richler,1989,Viking
22192,Lady Be Good (Avon Romance),Susan Elizabeth Phillips,2004,Avon
22174,"Heaven, Texas",Susan Elizabeth Phillips,1995,Avon
15134,Romancing the Ordinary,Sarah Ban Breathnach,2002,Scribner
21394,The Lucky Shopping Manual: Building and Improving Your Wardrode Piece by Piece,Kim France,2003,Gotham
19209,TEETH,Hugh Gallagher,1998,Atria
26868,Dickinson: Poems (Everyman's Library Pocket Poets),Emily Dickinson,1993,Everyman's Library
13486,The Partly Cloudy Patriot,Sarah Vowell,2002,Simon &amp; Schuster
36281,When Lightning Strikes,Kristin Hannah,1994,Ballantine Books
37307,The No-Spin Zone: Confrontations with the Powerful and Famous in America,Bill O'Reilly,2001,Broadway Books
13151,The Echo,Minette Walters,1998,Jove Books
17922,A Time to Die (Star Trek The Next Generation),John Vornholt,2004,Star Trek
27145,Tom Sawyer &amp; Huckleberry Finn (Wordsworth Collection),Mark Twain,1998,NTC/Contemporary Publishing Company
14458,Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean Sasson,2001,Windsor-Brooke Books
9751,"Lovers In Hiding (Hide And Seek) (Harlequin Intrigue, No. 644)",Susan Kearney,2001,Harlequin
42248,Abandon Ship!,Richard F. Newcomb,2001,HarperTorch
66256,El amante lesbiano,Jos√© Luis Sampedro,2000,"Plaza &amp; Janes Editores, S.A."
26069,Picturing Will,Ann Beattie,1990,Random House Inc
34643,Atlas De Geografia Humana (Coleccion Andanzas),Almudena Grandes,2002,Tusquets Spanish
53739,Cane,Jean Toomer,1993,Liveright Publishing Corporation
15795,Animal Farm,George Orwell,1986,New Amer Library Classics (Mm)
44389,An Unmistakable Rogue,Annette Blair,2003,Zebra Books
10902,Claiming the Highlander (The MacAllisters),Kinley MacGregor,2002,Avon
45321,The Darling (Zebra Historical Romance),Elizabeth Keys,2003,Zebra Books (Mass Market)
17926,Macbeth,William Shakespeare,2003,Washington Square Press
13058,The Marriage Bed,Claudia Dain,2001,Leisure Books
22357,A Little Mischief (Berkley Sensation),Amelia Grey,2003,Berkley Publishing Group
64862,The LOOP,Joe Coomer,1999,Touchstone
22874,Spellbound,Kathleen Nance,2003,Love Spell
54581,Unraveled,C. J. Barry,2003,Love Spell
44326,Glass Houses,Stella Cameron,2001,Zebra Books
3733,Jezebel's Sister,Emily Carmichael,2001,Jove Books
58337,GLORY GAME,Janet Dailey,1986,Pocket
16057,The Book of Illusions: A Novel,Paul Auster,2003,Picador USA
62139,Taming the Scotsman (The MacAllisters),Kinley MacGregor,2003,Avon
38546,The Velvet Promise,Jude Deveraux,1991,Pocket
38543,HIGHLAND VELVET,Jude Deveraux,1982,Pocket
59557,Halide's Gift,Frances Kazan,2002,Random House Trade
31957,Hunting Midnight (Berkley Sensation),Emma Holly,2003,Berkley Publishing Group
19405,Forbidden (Zebra Historical Romance),Jo Beverley,2003,Zebra Books
23610,A 5th Avenue Christmas (Zebra Historical Romance),Tracy Cozzens,2003,Zebra Books
58348,The Christmas Kiss (Zebra Historical Romance),Elizabeth Keys,2003,Zebra Books
22949,Once upon a Midnight,Nora Roberts,2003,Jove Books
42119,Dreaming of You,Lisa Kleypas,2003,Avon
31915,"How to Host a Seduction (Harlequin Blaze, No 80)",Jeanie London,2003,Harlequin
42909,Regency Christmas Wishes: 5 New Holiday Tales (Signet Regency Romance),Sandra Heath,2003,Signet Book
23738,The Third Wife,Jasmine Cresswell,2002,Mira
12897,Without A Past  (Those Sullivan Sisters),Debra Salonen,2003,Harlequin
44305,Mine for All Time (Zebra Historical Romance),Julia Hanlon,2000,Zebra Books
10453,Inheritance,Jasmine Cresswell,2000,Mira
49148,By Starlight (Berkley Sensation),Marlissa Moon,2003,Berkley Publishing Group
10277,Prince of the Night (Topaz Historical Romances),Jasmine Cresswell,1995,Topaz
41263,Catch a Fallen Angel,Kathleen Kane,2000,St. Martin's Press
68377,Savage Run,C. J. Box,2003,Berkley Publishing Group
22691,The India Fan,Victoria Holt,1996,Ivy Books
13038,Reckless Desire,Madeline Baker,1988,Leisure Books
10107,Timetwist: By Love Possessed,Vivian Knight Jenkins,2003,Silhouette
57025,Lord of the Keep,Ann Lawrence,1999,Love Spell
68378,La Playa (Spanish Language Version),Alex Garland,2000,Grupo Zeta
10288,"Virtual Heaven (Perfect Heroes Series, 2)",Ann Lawrence,1999,Love Spell
12987,Virtual Warrior,Ann Lawrence,2002,Love Spell
23611,Highland Fire (Zebra Historical Romance),Elizabeth Thornton,2003,Zebra Books
