ID,nonfiction,mystery,romance,fantasy,historical_fiction,classics,thriller,science_fiction,crime,young_adult,contemporary,history,biography,horror,memoir,religion,philosophy,science
13903,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13904,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
13906,81,8,11,35,10,6,10,9,2,5,3,14,5,16,0,58,6,1
13917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13922,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13930,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13932,2,4,1,1,1,1,5,0,2,0,0,0,0,3,0,1,0,0
13934,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13937,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13938,11,24,10,34,12,3,19,5,13,2,5,1,1,20,3,3,3,0
13939,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13947,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1395,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13954,28,76,12,31,12,9,38,18,43,9,4,7,9,10,8,5,1,2
13956,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13967,0,2,0,1,0,1,2,0,0,1,0,0,0,2,0,0,0,0
13968,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
13973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13980,4,2,0,0,1,0,2,0,1,0,0,1,2,1,1,0,1,1
13983,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13988,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
13997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14002,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14003,2,0,0,0,1,1,0,1,0,0,1,1,1,0,2,0,0,0
14005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
14015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14017,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1402,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
14023,0,0,0,1,0,1,1,6,0,0,0,0,0,2,0,0,0,0
14029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14034,1,1,0,0,1,2,0,0,1,0,0,1,1,0,0,0,0,1
14043,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14044,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
14045,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
14048,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14056,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
14063,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
14067,3,0,0,0,2,1,0,0,0,0,0,1,2,0,1,0,1,1
14068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14070,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
14083,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
14087,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14089,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
14093,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
14095,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1410,0,1,0,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0
14100,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
14103,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14104,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14110,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0
14112,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14116,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
14119,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
14128,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14130,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14133,4,5,1,2,4,8,3,4,4,2,1,2,1,1,0,0,0,0
14137,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14144,0,4,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0
14145,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
14146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14148,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14149,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14156,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
14159,2,6,0,14,4,8,6,2,2,7,2,1,1,8,0,0,2,0
14165,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
14173,10,19,2,2,4,5,26,15,9,0,0,4,3,6,4,0,1,2
14179,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
14180,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
14181,2,5,2,0,3,1,2,0,1,0,3,0,2,0,1,0,0,0
14182,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14184,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14185,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
14188,0,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
1419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14192,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
14196,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14208,0,1,2,0,2,2,1,0,1,1,3,0,0,0,0,0,0,0
14209,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14217,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14221,10,135,166,14,62,15,129,12,27,15,66,4,6,26,5,9,0,1
14222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14233,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
14235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14236,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
14238,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14242,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
14248,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14256,3,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,2
14257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14260,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14261,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
14264,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
14266,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
14270,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1428,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14283,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14289,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1429,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
14292,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
14296,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
143,0,21,4,1,4,1,19,2,10,1,3,0,0,5,0,0,0,0
14308,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14316,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
14322,0,0,9,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0
14323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14329,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14340,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14342,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
14352,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
14357,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
14362,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14365,9,2,1,10,10,4,8,16,2,0,1,4,4,0,2,0,1,4
14370,0,1,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0
14371,1,7,4,0,2,0,3,0,4,0,2,0,0,0,0,0,0,0
14372,2,4,4,2,1,2,3,0,3,2,3,0,1,0,1,0,1,0
14377,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14382,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14388,0,2,0,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0
1439,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14390,5,0,2,0,1,1,0,0,0,0,2,1,2,0,3,1,1,1
14395,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0
14396,0,3,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
14399,1,4,2,1,2,1,3,1,2,0,2,0,0,0,0,0,0,0
14413,3,0,0,0,3,0,0,0,0,1,1,0,2,0,3,0,0,0
14421,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14422,0,5,1,0,0,0,5,0,4,0,0,0,0,2,0,0,0,0
14423,0,2,1,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0
14427,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14429,31,26,11,11,7,9,16,2,13,5,12,7,15,7,10,0,1,3
14432,0,22,8,0,5,1,1,0,10,0,3,0,0,0,0,0,0,0
14434,1,1,1,1,6,1,1,0,0,0,2,0,1,0,1,0,1,0
14437,12,9,2,2,6,3,4,3,2,3,4,9,1,3,2,1,0,2
14441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14443,0,2,3,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0
14445,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14447,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
14449,1,2,1,3,0,2,2,1,0,0,0,0,0,1,0,0,0,0
1445,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14455,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
14458,1,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1446,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14460,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14461,6,1,37,1,1,1,0,0,0,8,20,0,1,0,0,1,0,0
1447,13,39,68,28,21,26,30,19,14,19,25,1,6,25,6,4,2,0
14470,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
14472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14474,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14475,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14484,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
14485,2,1,4,1,2,0,1,0,1,0,0,1,2,0,0,0,0,0
14506,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14507,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14510,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14514,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
14518,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0
14528,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14529,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
14541,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14542,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14544,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,4,1,1,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0
14550,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
14554,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
14555,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14557,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0
14558,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14570,0,6,2,0,4,1,3,0,2,0,2,0,0,0,0,0,0,0
14574,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14578,14,4,5,3,0,0,3,0,2,0,4,0,0,5,0,0,0,1
14593,3,1,1,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0
14594,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
14600,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
14608,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14610,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
14613,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14621,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
14623,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
14626,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14629,29,14,10,9,9,5,9,13,8,7,2,11,6,0,7,4,1,4
14631,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14636,0,1,0,5,1,0,1,0,0,2,0,0,0,4,0,0,0,0
14639,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
14640,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14643,0,2,2,1,2,1,2,0,1,1,0,0,0,1,0,0,0,0
14645,0,5,7,0,1,2,0,0,1,1,2,0,0,1,0,0,0,0
14651,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14658,1,0,0,2,1,4,0,0,0,1,0,1,0,0,0,0,0,0
14659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14665,0,6,4,0,0,2,5,0,2,0,1,0,0,0,0,0,0,0
14667,0,0,1,1,2,1,0,2,0,0,2,0,0,0,0,0,0,0
14670,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0
14673,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
14675,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
14678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1468,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14680,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
1469,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
14690,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14694,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14700,12,7,2,3,2,0,1,1,7,0,5,5,4,2,4,0,1,3
14703,0,0,1,3,4,0,0,2,0,3,0,0,0,0,0,0,0,0
1471,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14723,6,1,2,2,6,4,0,0,0,2,4,1,5,0,4,0,1,1
14724,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
14725,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
14726,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14731,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14732,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
14735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14737,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14738,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1474,3,9,7,9,8,7,8,7,4,5,2,1,2,3,1,1,0,1
14740,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14743,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1476,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
14765,0,4,2,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0
14769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14771,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
14780,2,0,0,1,1,3,0,2,0,2,0,0,1,0,2,0,0,0
14789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,0,0,0,3,2,5,0,1,0,6,0,0,0,0,0,0,0,0
14796,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14797,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
148,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14803,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14804,2,1,1,6,0,1,3,6,0,0,1,0,0,3,0,0,1,0
14808,0,4,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0
14809,0,1,2,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0
14815,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14818,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
14822,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14824,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14825,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
14826,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14829,0,8,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0
14835,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14847,55,69,5,22,21,22,26,19,41,8,6,10,14,4,11,12,9,8
14848,1,4,0,1,1,1,4,0,0,0,1,1,0,1,0,0,0,0
14853,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14860,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
14865,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14867,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14869,1,3,2,2,3,1,2,2,1,0,3,0,1,1,1,0,0,0
14880,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14887,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
14892,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14894,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
14895,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
14896,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1490,28,19,23,4,11,8,16,2,3,6,19,6,14,7,9,3,1,1
14903,1,2,0,2,2,1,1,1,1,1,1,0,1,0,1,0,0,0
14904,3,4,6,3,2,3,7,1,3,2,7,0,0,2,0,0,0,1
14905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14910,1,2,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0
14917,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14918,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
14924,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0
14927,2,0,0,1,0,10,0,0,0,0,1,1,0,0,0,0,2,0
14928,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14933,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14934,1,0,1,0,2,2,0,1,0,0,1,0,1,0,1,0,0,0
14941,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
14945,0,0,3,0,4,1,0,0,0,0,5,0,0,0,0,0,0,0
14954,0,0,1,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0
14959,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
14960,4,2,1,0,0,2,1,1,1,1,0,1,3,0,2,0,0,0
14962,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0
14964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14967,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
14969,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14974,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14979,0,6,2,1,5,5,6,1,2,1,0,0,0,0,0,0,0,0
14980,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
14984,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14993,2,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0
14999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15001,0,1,2,1,0,4,1,0,1,1,1,0,0,1,0,0,0,0
15014,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15027,0,0,2,0,1,0,1,1,0,1,0,0,0,2,0,1,0,0
15031,0,2,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0
15035,20,12,6,2,13,4,3,2,5,2,9,4,5,0,6,2,0,0
15036,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15046,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
1505,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15055,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15058,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15060,1,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,1,1
15063,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
15066,5,6,0,1,2,2,4,1,2,0,0,3,2,0,0,0,0,0
15077,0,6,2,0,1,0,6,2,1,0,1,0,0,2,0,1,0,0
15081,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15086,56,103,44,31,55,47,66,32,60,16,38,42,23,7,13,7,3,9
15087,21,1,0,1,0,5,1,1,1,0,2,11,8,1,2,2,9,3
15093,0,5,0,1,0,0,5,0,3,0,0,0,0,2,0,0,0,0
15098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15100,0,2,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0
15102,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
15107,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15108,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1511,4,2,1,10,7,24,0,5,0,1,1,2,1,4,1,0,0,1
15112,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15117,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
15118,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15120,5,5,5,5,6,3,4,1,2,2,4,0,2,2,3,1,1,0
15123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15124,6,10,2,4,4,2,4,5,6,1,0,1,1,1,1,2,0,0
15125,2,6,1,1,0,1,5,1,6,0,2,0,0,2,1,0,1,0
15126,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
15128,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
15133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15145,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
15147,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15150,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0
15165,0,4,2,0,3,1,3,0,3,1,1,0,0,1,0,0,0,0
15167,46,3,1,14,7,45,3,48,2,8,0,12,7,2,3,6,33,19
15168,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
15169,1,1,2,1,5,9,2,1,1,1,1,1,1,0,1,0,0,0
15181,16,18,22,3,3,1,17,2,10,7,5,7,12,10,6,2,0,1
15182,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15186,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15189,4,5,4,3,0,1,3,0,4,0,2,0,2,1,0,0,0,0
15192,2,1,1,0,1,3,0,0,1,1,1,0,0,0,0,0,1,1
15193,5,4,5,5,5,5,2,1,2,0,3,2,2,3,2,0,0,0
15194,2,0,1,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0
15197,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15199,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
15201,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15207,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1521,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15210,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15217,0,2,0,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0
15223,0,3,4,2,3,0,2,2,0,0,2,0,0,0,0,0,0,0
15224,25,94,66,70,29,24,87,26,43,30,27,7,12,49,13,5,2,2
